Customer ID,FirstPurchase,LastPurchase,Orders,Monetary,AverageOrderValue,RecencyDays,CustomerAgeDays,RepeatCustomer,SecondPurchase,DaysToSecondPurchase,EligibleFor90DayRepeat,RepeatWithin90Days,R_Score,F_Score,M_Score,RFM_Score,RFM Segment,Lifecycle,CRM Priority
12356,2010-10-11 09:42:00,2011-11-17 08:40:00,6,6371.7300000000005,1061.9550000000002,23,425,True,2010-11-11 14:23:00,31.0,True,True,4,4,5,13,Champions,Active repeat,Protect high-value active
12357,2010-11-16 10:05:00,2011-11-06 16:07:00,3,18287.66,6095.886666666666,33,389,True,2010-11-16 14:29:00,0.0,True,True,4,3,5,12,Potential Loyalists,Active repeat,Protect high-value active
12358,2009-12-08 07:59:00,2011-12-08 10:26:00,5,3887.07,777.414,2,732,True,2010-06-07 12:28:00,181.0,True,False,5,4,5,14,Champions,Active repeat,Protect high-value active
12359,2009-12-05 13:32:00,2011-10-13 12:47:00,10,8873.39,887.3389999999999,58,734,True,2009-12-16 15:24:00,11.0,True,True,4,5,5,14,Champions,Active repeat,Protect high-value active
12360,2010-02-22 09:32:00,2011-10-18 15:22:00,8,4252.889999999999,531.6112499999999,52,656,True,2010-03-24 10:39:00,30.0,True,True,4,4,5,13,Champions,Active repeat,Protect high-value active
12361,2010-01-26 14:37:00,2011-02-25 13:51:00,4,511.25,127.8125,287,682,True,2010-05-09 15:33:00,103.0,True,False,2,3,2,7,At Risk,Dormant,Low-cost reactivation
12362,2009-12-01 10:10:00,2011-12-06 15:40:00,11,5356.23,486.92999999999995,3,739,True,2011-02-17 10:30:00,443.0,True,False,5,5,5,15,Champions,Active repeat,Protect high-value active
12363,2011-04-11 13:29:00,2011-08-22 10:18:00,2,552.0,276.0,110,242,True,2011-08-22 10:18:00,132.0,True,False,3,2,2,7,Needs Attention,At risk,Test win-back
12364,2011-08-19 15:24:00,2011-12-02 10:22:00,4,1313.1,328.275,8,112,True,2011-09-22 16:07:00,34.0,True,True,5,3,4,12,Potential Loyalists,Active repeat,Develop loyalty
12365,2011-02-21 13:51:00,2011-02-21 14:04:00,2,641.38,320.69,291,291,True,2011-02-21 14:04:00,0.0,True,True,2,2,3,7,Hibernating,Dormant,Low-cost reactivation
12366,2010-03-16 10:28:00,2010-03-16 10:28:00,1,500.24,500.24,634,634,False,,,True,False,1,1,2,4,Hibernating,Dormant,Low-cost reactivation
12367,2011-12-05 16:48:00,2011-12-05 16:48:00,1,168.9,168.9,4,4,False,,,False,False,5,1,1,7,New Customers,New,Drive second purchase
12368,2010-03-21 15:56:00,2010-03-21 15:56:00,1,917.6999999999999,917.6999999999999,628,628,False,,,True,False,1,1,3,5,Hibernating,Dormant,Low-cost reactivation
12369,2010-03-08 08:09:00,2010-10-22 13:13:00,3,1791.1499999999999,597.05,413,642,True,2010-09-16 14:34:00,192.0,True,False,1,3,4,8,At Risk,Dormant,Low-cost reactivation
12370,2010-02-09 09:41:00,2011-10-19 14:51:00,7,4316.5599999999995,616.6514285714285,51,669,True,2010-03-25 10:28:00,44.0,True,True,4,4,5,13,Champions,Active repeat,Protect high-value active
12371,2010-03-04 18:23:00,2011-10-26 10:16:00,5,4067.38,813.476,45,645,True,2010-03-04 18:25:00,0.0,True,True,4,4,5,13,Champions,Active repeat,Protect high-value active
12372,2011-02-16 12:46:00,2011-09-29 12:12:00,3,1298.04,432.68,72,297,True,2011-05-11 10:43:00,83.0,True,True,3,3,4,10,Needs Attention,Active repeat,Develop loyalty
12373,2010-02-04 12:08:00,2011-02-01 13:10:00,3,1127.65,375.8833333333334,311,674,True,2010-03-25 13:49:00,49.0,True,True,2,3,3,8,At Risk,Dormant,Low-cost reactivation
12374,2010-04-30 14:01:00,2011-11-14 15:37:00,4,2989.2200000000003,747.3050000000001,25,588,True,2010-10-14 10:16:00,166.0,True,False,4,3,5,12,Potential Loyalists,Active repeat,Protect high-value active
12375,2011-09-02 14:23:00,2011-11-29 10:36:00,2,457.5,228.75,11,98,True,2011-11-29 10:36:00,87.0,True,True,5,2,2,9,Potential Loyalists,Active repeat,Develop loyalty
12376,2010-10-18 08:42:00,2010-11-15 12:15:00,2,503.15,251.575,390,418,True,2010-11-15 12:15:00,28.0,True,True,2,2,2,6,Hibernating,Dormant,Low-cost reactivation
12377,2010-04-29 15:34:00,2011-01-28 15:45:00,4,3426.32,856.58,315,589,True,2010-11-23 19:24:00,208.0,True,False,2,3,5,10,At Risk,Dormant,Low-cost reactivation
12378,2010-05-26 14:07:00,2011-08-02 10:34:00,2,5416.32,2708.16,130,562,True,2011-08-02 10:34:00,432.0,True,False,3,2,5,10,Needs Attention,At risk,Win back high-value
12379,2010-06-23 12:49:00,2011-09-19 10:09:00,4,1620.22,405.055,82,535,True,2010-10-13 14:46:00,112.0,True,False,3,3,4,10,Needs Attention,Active repeat,Develop loyalty
12380,2010-02-15 12:05:00,2011-11-18 11:27:00,11,9676.300000000001,879.6636363636364,22,663,True,2010-02-15 12:31:00,0.0,True,True,4,5,5,14,Champions,Active repeat,Protect high-value active
12381,2011-08-12 09:57:00,2011-12-05 12:44:00,5,1845.31,369.062,5,120,True,2011-10-11 15:45:00,60.0,True,True,5,4,4,13,Champions,Active repeat,Develop loyalty
12383,2010-12-22 14:28:00,2011-06-08 08:02:00,5,1850.56,370.11199999999997,185,352,True,2011-01-12 14:10:00,20.0,True,True,3,4,4,11,Loyal Customers,Dormant,Low-cost reactivation
12384,2011-08-10 11:23:00,2011-11-11 08:39:00,2,585.27,292.635,29,122,True,2011-11-11 08:39:00,92.0,True,False,4,2,2,8,Potential Loyalists,Active repeat,Develop loyalty
12385,2010-11-25 15:14:00,2010-11-25 15:14:00,1,1938.4,1938.4,379,379,False,,,True,False,2,1,4,7,Hibernating,Dormant,Low-cost reactivation
12386,2010-12-08 09:53:00,2011-01-06 12:37:00,2,401.9,200.95,338,367,True,2011-01-06 12:37:00,29.0,True,True,2,2,2,6,Hibernating,Dormant,Low-cost reactivation
12387,2010-10-20 16:27:00,2010-10-20 16:27:00,1,143.94,143.94,415,415,False,,,True,False,1,1,1,3,Hibernating,Dormant,Low-cost reactivation
12388,2010-05-06 12:54:00,2011-11-24 12:30:00,8,3901.11,487.63875,16,582,True,2010-09-20 12:41:00,136.0,True,False,5,4,5,14,Champions,Active repeat,Protect high-value active
12389,2010-02-22 10:15:00,2010-11-02 11:52:00,3,1433.33,477.77666666666664,403,656,True,2010-05-21 15:12:00,88.0,True,True,2,3,4,9,At Risk,Dormant,Low-cost reactivation
12390,2011-09-21 09:33:00,2011-09-21 09:33:00,1,549.84,549.84,80,80,False,,,False,False,3,1,2,6,Needs Attention,New,Drive second purchase
12391,2010-02-15 10:12:00,2011-11-18 12:07:00,6,2724.84,454.14000000000004,22,663,True,2010-02-22 10:13:00,7.0,True,True,4,4,4,12,Champions,Active repeat,Protect high-value active
12392,2010-04-27 14:04:00,2010-04-27 14:04:00,1,234.75000000000003,234.75000000000003,591,591,False,,,True,False,1,1,1,3,Hibernating,Dormant,Low-cost reactivation
12393,2010-10-07 13:49:00,2011-09-28 15:41:00,6,2399.45,399.9083333333333,72,428,True,2010-11-22 16:10:00,46.0,True,True,3,4,4,11,Loyal Customers,Active repeat,Protect high-value active
12394,2011-05-06 14:01:00,2011-10-07 08:08:00,2,1272.48,636.24,64,217,True,2011-10-07 08:08:00,153.0,True,False,3,2,4,9,Needs Attention,Active repeat,Develop loyalty
12395,2010-04-16 10:16:00,2011-11-20 15:21:00,15,4721.17,314.74466666666666,19,603,True,2010-08-02 12:37:00,108.0,True,False,5,5,5,15,Champions,Active repeat,Protect high-value active
12396,2010-02-03 13:22:00,2010-02-03 13:22:00,1,931.43,931.43,674,674,False,,,True,False,1,1,3,5,Hibernating,Dormant,Low-cost reactivation
12397,2011-07-27 14:21:00,2011-11-04 09:52:00,2,2409.8999999999996,1204.9499999999998,36,135,True,2011-11-04 09:52:00,99.0,True,False,4,2,4,10,Potential Loyalists,Active repeat,Protect high-value active
12398,2011-10-25 10:27:00,2011-10-25 10:27:00,1,1635.6599999999999,1635.6599999999999,46,46,False,,,False,False,4,1,4,9,New Customers,New,Drive second purchase
12399,2010-03-05 08:45:00,2011-08-12 13:15:00,7,1962.3000000000002,280.3285714285715,119,645,True,2010-07-08 09:13:00,125.0,True,False,3,4,4,11,Loyal Customers,At risk,Test win-back
12400,2010-10-21 13:45:00,2010-10-21 13:45:00,1,205.25,205.25,414,414,False,,,True,False,1,1,1,3,Hibernating,Dormant,Low-cost reactivation
12401,2011-02-09 13:50:00,2011-02-09 13:50:00,1,84.3,84.3,303,303,False,,,True,False,2,1,1,4,Hibernating,Dormant,Low-cost reactivation
12402,2010-02-07 12:41:00,2011-01-20 13:49:00,6,1256.9,209.48333333333335,323,671,True,2010-04-18 12:04:00,69.0,True,True,2,4,4,10,At Risk,Dormant,Low-cost reactivation
12403,2010-07-06 11:39:00,2011-10-21 10:51:00,2,1019.3600000000001,509.68000000000006,50,522,True,2011-10-21 10:51:00,471.0,True,False,4,2,3,9,Potential Loyalists,Active repeat,Develop loyalty
12404,2010-01-26 16:25:00,2010-01-26 16:25:00,1,63.24,63.24,682,682,False,,,True,False,1,1,1,3,Hibernating,Dormant,Low-cost reactivation
12405,2011-07-14 08:52:00,2011-07-14 08:52:00,1,1710.39,1710.39,149,149,False,,,True,False,3,1,4,8,Needs Attention,At risk,Test win-back
12406,2010-01-11 14:04:00,2011-11-17 19:22:00,5,6390.360000000001,1278.0720000000001,22,697,True,2010-04-22 18:41:00,101.0,True,False,4,4,5,13,Champions,Active repeat,Protect high-value active
12407,2011-03-20 13:21:00,2011-10-21 10:11:00,5,1708.12,341.62399999999997,50,264,True,2011-04-18 12:25:00,28.0,True,True,4,4,4,12,Champions,Active repeat,Develop loyalty
12408,2010-07-29 13:27:00,2011-11-07 12:27:00,8,4340.7699999999995,542.5962499999999,33,498,True,2010-09-15 13:16:00,47.0,True,True,4,4,5,13,Champions,Active repeat,Protect high-value active
12409,2010-05-23 15:21:00,2011-09-22 10:38:00,7,23419.29,3345.612857142857,79,565,True,2010-06-08 13:40:00,15.0,True,True,3,4,5,12,Loyal Customers,Active repeat,Protect high-value active
12410,2010-07-25 13:26:00,2011-02-04 10:39:00,3,1013.7099999999999,337.9033333333333,309,502,True,2011-02-04 10:38:00,193.0,True,False,2,3,3,8,At Risk,Dormant,Low-cost reactivation
12411,2010-10-26 09:25:00,2010-10-26 09:25:00,1,346.9,346.9,410,410,False,,,True,False,2,1,2,5,Hibernating,Dormant,Low-cost reactivation
12412,2010-06-18 13:22:00,2011-09-26 10:16:00,6,2596.93,432.82166666666666,75,539,True,2010-08-09 14:26:00,52.0,True,True,3,4,4,11,Loyal Customers,Active repeat,Protect high-value active
12413,2010-11-02 13:26:00,2011-10-04 09:00:00,4,999.45,249.8625,67,402,True,2011-01-06 16:12:00,65.0,True,True,3,3,3,9,Needs Attention,Active repeat,Develop loyalty
12414,2010-09-02 12:22:00,2011-05-06 14:51:00,6,952.41,158.73499999999999,217,464,True,2010-09-02 13:42:00,0.0,True,True,2,4,3,9,At Risk,Dormant,Low-cost reactivation
12415,2010-06-30 08:30:00,2011-11-15 14:22:00,28,144458.37,5159.2275,24,528,True,2010-07-16 14:47:00,16.0,True,True,4,5,5,14,Champions,Active repeat,Protect high-value active
12416,2010-02-21 10:19:00,2010-02-21 10:19:00,1,202.56,202.56,657,657,False,,,True,False,1,1,1,3,Hibernating,Dormant,Low-cost reactivation
12417,2009-12-06 10:30:00,2011-12-06 14:52:00,20,6797.41,339.8705,3,734,True,2009-12-10 11:25:00,4.0,True,True,5,5,5,15,Champions,Active repeat,Protect high-value active
12418,2010-03-19 14:47:00,2011-08-19 11:08:00,4,2021.2,505.3,113,630,True,2010-05-12 13:11:00,53.0,True,True,3,3,4,10,Needs Attention,At risk,Test win-back
12419,2010-10-22 10:40:00,2010-11-19 10:04:00,2,503.01,251.505,386,414,True,2010-11-19 10:04:00,27.0,True,True,2,2,2,6,Hibernating,Dormant,Low-cost reactivation
12420,2011-10-07 08:55:00,2011-10-07 08:55:00,1,600.39,600.39,64,64,False,,,False,False,3,1,2,6,Needs Attention,New,Drive second purchase
12421,2010-07-22 13:57:00,2011-11-24 09:07:00,6,1098.6,183.1,16,505,True,2010-10-20 14:28:00,90.0,True,True,5,4,3,12,Loyal Customers,Active repeat,Develop loyalty
12422,2009-12-18 12:44:00,2011-09-05 09:48:00,17,5231.8,307.7529411764706,96,722,True,2010-02-14 11:15:00,57.0,True,True,3,5,5,13,Loyal Customers,At risk,Win back high-value
12423,2010-08-31 09:31:00,2011-12-09 10:10:00,10,2622.39,262.239,1,466,True,2010-11-17 11:33:00,78.0,True,True,5,5,4,14,Champions,Active repeat,Protect high-value active
12424,2010-06-09 15:15:00,2011-06-30 12:06:00,4,3340.03,835.0075,163,548,True,2010-10-13 10:29:00,125.0,True,False,3,3,5,11,Needs Attention,At risk,Win back high-value
12425,2010-09-17 14:10:00,2011-09-22 17:31:00,2,1741.41,870.705,78,448,True,2011-09-22 17:31:00,370.0,True,False,3,2,4,9,Needs Attention,Active repeat,Develop loyalty
12426,2010-02-15 08:41:00,2011-05-29 12:26:00,2,1345.21,672.605,195,663,True,2011-05-29 12:26:00,468.0,True,False,2,2,4,8,Hibernating,Dormant,Low-cost reactivation
12427,2010-12-03 10:44:00,2011-11-18 08:56:00,3,825.8,275.26666666666665,22,372,True,2011-10-10 15:15:00,311.0,True,False,4,3,3,10,Potential Loyalists,Active repeat,Develop loyalty
12428,2011-03-01 09:33:00,2011-11-14 08:22:00,9,7956.46,884.0511111111111,26,284,True,2011-03-01 09:35:00,0.0,True,True,4,5,5,14,Champions,Active repeat,Protect high-value active
12429,2010-06-11 13:28:00,2011-11-30 17:22:00,8,6204.41,775.55125,9,546,True,2010-06-11 13:29:00,0.0,True,True,5,4,5,14,Champions,Active repeat,Protect high-value active
12430,2011-10-27 15:09:00,2011-10-27 15:09:00,1,256.4,256.4,43,43,False,,,False,False,4,1,1,6,New Customers,New,Drive second purchase
12431,2010-01-15 09:04:00,2011-11-04 11:55:00,27,10432.22,386.3785185185185,36,694,True,2010-01-15 09:37:00,0.0,True,True,4,5,5,14,Champions,Active repeat,Protect high-value active
12432,2011-06-20 13:27:00,2011-10-28 11:43:00,5,5059.32,1011.8639999999999,43,172,True,2011-06-20 13:29:00,0.0,True,True,4,4,5,13,Champions,Active repeat,Protect high-value active
12433,2010-08-20 09:23:00,2011-12-09 10:02:00,10,16794.14,1679.414,1,477,True,2010-09-16 10:51:00,27.0,True,True,5,5,5,15,Champions,Active repeat,Protect high-value active
12434,2010-11-23 13:38:00,2011-09-16 12:38:00,3,1103.43,367.81,85,381,True,2011-03-24 13:05:00,120.0,True,False,3,3,3,9,Needs Attention,Active repeat,Develop loyalty
12435,2009-12-02 13:58:00,2011-09-21 09:06:00,6,13925.93,2320.9883333333332,80,737,True,2010-03-12 14:50:00,100.0,True,False,3,4,5,12,Loyal Customers,Active repeat,Protect high-value active
12436,2011-09-01 12:09:00,2011-09-01 12:09:00,1,509.01,509.01,100,100,False,,,True,False,3,1,2,6,Needs Attention,At risk,Test win-back
12437,2009-12-02 16:24:00,2011-12-08 11:35:00,39,12683.4,325.2153846153846,2,737,True,2010-01-19 14:16:00,47.0,True,True,5,5,5,15,Champions,Active repeat,Protect high-value active
12438,2011-07-22 13:29:00,2011-11-25 13:28:00,2,2906.85,1453.425,14,140,True,2011-11-25 13:28:00,125.0,True,False,5,2,4,11,Potential Loyalists,Active repeat,Protect high-value active
12439,2009-12-14 08:40:00,2010-01-26 12:11:00,2,1142.88,571.44,683,726,True,2010-01-26 12:11:00,43.0,True,True,1,2,3,6,Hibernating,Dormant,Low-cost reactivation
12440,2009-12-22 12:03:00,2010-09-03 13:11:00,2,859.2,429.6,462,718,True,2010-09-03 13:11:00,255.0,True,False,1,2,3,6,Hibernating,Dormant,Low-cost reactivation
12441,2010-12-08 10:45:00,2010-12-08 10:45:00,1,173.55,173.55,367,367,False,,,True,False,2,1,1,4,Hibernating,Dormant,Low-cost reactivation
12442,2011-12-06 14:22:00,2011-12-06 14:22:00,1,172.06,172.06,3,3,False,,,False,False,5,1,1,7,New Customers,New,Drive second purchase
12443,2009-12-07 15:42:00,2009-12-07 15:42:00,1,485.31,485.31,732,732,False,,,True,False,1,1,2,4,Hibernating,Dormant,Low-cost reactivation
12444,2011-06-21 14:00:00,2011-11-18 13:23:00,5,5005.46,1001.092,21,171,True,2011-08-10 08:41:00,49.0,True,True,4,4,5,13,Champions,Active repeat,Protect high-value active
12445,2010-10-15 12:28:00,2011-11-17 18:43:00,2,434.98,217.49,22,421,True,2011-11-17 18:43:00,398.0,True,False,4,2,2,8,Potential Loyalists,Active repeat,Develop loyalty
12446,2011-10-13 12:50:00,2011-10-13 12:50:00,1,1002.3100000000001,1002.3100000000001,58,58,False,,,False,False,4,1,3,8,New Customers,New,Drive second purchase
12447,2011-04-10 13:25:00,2011-04-10 13:25:00,1,476.49,476.49,243,243,False,,,True,False,2,1,2,5,Hibernating,Dormant,Low-cost reactivation
12448,2011-10-26 13:46:00,2011-10-26 13:46:00,1,449.45,449.45,44,44,False,,,False,False,4,1,2,7,New Customers,New,Drive second purchase
12449,2010-09-27 09:37:00,2011-11-17 13:46:00,6,4835.89,805.9816666666667,22,439,True,2010-10-25 12:21:00,28.0,True,True,4,4,5,13,Champions,Active repeat,Protect high-value active
12450,2010-08-22 13:11:00,2011-07-06 14:41:00,5,688.2,137.64000000000001,156,474,True,2010-09-14 10:20:00,22.0,True,True,3,4,3,10,Loyal Customers,At risk,Test win-back
12451,2010-06-28 12:58:00,2011-11-29 08:40:00,8,12669.88,1583.735,11,529,True,2010-09-02 15:35:00,66.0,True,True,5,4,5,14,Champions,Active repeat,Protect high-value active
12452,2011-11-23 08:05:00,2011-11-23 10:28:00,2,430.57,215.285,17,17,True,2011-11-23 10:28:00,0.0,False,False,5,2,2,9,Potential Loyalists,Active repeat,Develop loyalty
12453,2011-07-28 14:08:00,2011-07-28 14:08:00,1,707.09,707.09,134,134,False,,,True,False,3,1,3,7,Needs Attention,At risk,Test win-back
12454,2010-10-14 17:33:00,2011-10-14 17:13:00,5,16679.78,3335.9559999999997,56,421,True,2010-10-18 17:12:00,3.0,True,True,4,4,5,13,Champions,Active repeat,Protect high-value active
12455,2009-12-18 12:33:00,2011-09-27 15:31:00,10,5879.95,587.995,73,722,True,2010-03-23 10:30:00,94.0,True,False,3,5,5,13,Loyal Customers,Active repeat,Protect high-value active
12456,2011-03-30 09:12:00,2011-10-26 14:41:00,3,3181.04,1060.3466666666666,44,255,True,2011-07-31 15:25:00,123.0,True,False,4,3,5,12,Potential Loyalists,Active repeat,Protect high-value active
12457,2010-09-30 17:59:00,2011-10-04 13:13:00,8,2995.91,374.48875,66,435,True,2011-04-14 18:57:00,196.0,True,False,3,4,5,12,Loyal Customers,Active repeat,Protect high-value active
12458,2010-08-09 10:33:00,2011-09-29 15:25:00,4,1777.49,444.3725,71,488,True,2010-10-08 11:36:00,60.0,True,True,3,3,4,10,Needs Attention,Active repeat,Develop loyalty
12459,2010-04-13 14:53:00,2010-04-13 14:53:00,1,454.36,454.36,605,605,False,,,True,False,1,1,2,4,Hibernating,Dormant,Low-cost reactivation
12460,2010-09-09 13:51:00,2010-09-09 13:51:00,1,326.65,326.65,456,456,False,,,True,False,1,1,2,4,Hibernating,Dormant,Low-cost reactivation
12461,2011-07-08 10:23:00,2011-09-06 16:57:00,2,826.88,413.44,94,155,True,2011-09-06 16:57:00,60.0,True,True,3,2,3,8,Needs Attention,At risk,Test win-back
12462,2011-02-09 14:44:00,2011-11-21 09:11:00,2,1189.5900000000001,594.7950000000001,19,303,True,2011-11-21 09:11:00,284.0,True,False,5,2,3,10,Potential Loyalists,Active repeat,Develop loyalty
12463,2011-04-12 12:47:00,2011-10-17 13:44:00,4,1344.78,336.195,53,242,True,2011-05-17 10:02:00,34.0,True,True,4,3,4,11,Potential Loyalists,Active repeat,Develop loyalty
12464,2011-02-03 13:30:00,2011-11-29 13:33:00,8,1212.05,151.50625,10,309,True,2011-02-28 12:08:00,24.0,True,True,5,4,3,12,Loyal Customers,Active repeat,Develop loyalty
12465,2011-06-23 13:37:00,2011-11-22 16:34:00,2,742.19,371.095,17,169,True,2011-11-22 16:34:00,152.0,True,False,5,2,3,10,Potential Loyalists,Active repeat,Develop loyalty
12466,2010-01-26 16:26:00,2010-01-26 16:26:00,1,56.73,56.73,682,682,False,,,True,False,1,1,1,3,Hibernating,Dormant,Low-cost reactivation
12467,2010-10-12 15:41:00,2010-10-12 15:41:00,1,132.8,132.8,423,423,False,,,True,False,1,1,1,3,Hibernating,Dormant,Low-cost reactivation
12468,2010-01-26 10:09:00,2011-06-05 11:36:00,5,3670.74,734.1479999999999,188,683,True,2010-04-09 10:08:00,72.0,True,True,3,4,5,12,Loyal Customers,Dormant,Low-cost reactivation
12469,2010-06-21 10:30:00,2010-07-05 12:40:00,2,3070.54,1535.27,523,537,True,2010-07-05 12:40:00,14.0,True,True,1,2,5,8,Hibernating,Dormant,Low-cost reactivation
12470,2010-01-19 11:01:00,2010-01-19 11:01:00,1,211.95,211.95,690,690,False,,,True,False,1,1,1,3,Hibernating,Dormant,Low-cost reactivation
12471,2009-12-07 10:41:00,2011-12-07 15:43:00,79,39918.19,505.2935443037975,2,733,True,2009-12-07 10:42:00,0.0,True,True,5,5,5,15,Champions,Active repeat,Protect high-value active
12472,2009-12-14 10:49:00,2011-11-07 14:01:00,19,16249.29,855.2257894736842,32,726,True,2010-02-08 10:34:00,55.0,True,True,4,5,5,14,Champions,Active repeat,Protect high-value active
12473,2011-06-01 10:15:00,2011-11-10 13:46:00,5,3928.05,785.61,29,192,True,2011-08-17 12:04:00,77.0,True,True,4,4,5,13,Champions,Active repeat,Protect high-value active
12474,2010-02-11 09:41:00,2011-11-22 14:39:00,31,12372.75,399.1209677419355,17,667,True,2010-04-15 17:18:00,63.0,True,True,5,5,5,15,Champions,Active repeat,Protect high-value active
12475,2010-10-26 08:49:00,2011-10-17 10:10:00,2,1149.6399999999999,574.8199999999999,54,410,True,2011-10-17 10:10:00,356.0,True,False,4,2,3,9,Potential Loyalists,Active repeat,Develop loyalty
12476,2010-07-26 09:04:00,2011-11-24 12:40:00,23,14083.91,612.3439130434782,16,502,True,2010-09-14 12:58:00,50.0,True,True,5,5,5,15,Champions,Active repeat,Protect high-value active
12477,2010-03-26 14:01:00,2011-11-17 09:51:00,9,20276.37,2252.93,23,623,True,2010-07-02 08:26:00,97.0,True,False,4,5,5,14,Champions,Active repeat,Protect high-value active
12478,2011-12-06 09:56:00,2011-12-06 09:56:00,1,680.99,680.99,4,4,False,,,False,False,5,1,3,9,New Customers,New,Drive second purchase
12479,2011-11-28 13:26:00,2011-11-28 13:26:00,1,527.2,527.2,11,11,False,,,False,False,5,1,2,8,New Customers,New,Drive second purchase
12480,2010-07-20 13:21:00,2011-11-11 14:52:00,7,5464.85,780.6928571428572,28,507,True,2010-10-08 12:06:00,79.0,True,True,4,4,5,13,Champions,Active repeat,Protect high-value active
12481,2010-04-11 13:10:00,2011-11-17 08:29:00,15,12185.51,812.3673333333334,23,607,True,2010-04-12 10:10:00,0.0,True,True,4,5,5,14,Champions,Active repeat,Protect high-value active
12482,2010-02-24 10:24:00,2010-05-12 16:51:00,29,23691.4,816.944827586207,576,654,True,2010-02-24 10:43:00,0.0,True,True,1,5,5,11,At Risk,Dormant,Low-cost reactivation
12483,2010-01-31 13:28:00,2011-11-22 17:02:00,19,5097.18,268.27263157894737,17,677,True,2010-02-10 09:07:00,9.0,True,True,5,5,5,15,Champions,Active repeat,Protect high-value active
12484,2010-01-27 16:41:00,2011-11-07 11:37:00,12,6354.1,529.5083333333333,33,681,True,2010-01-29 10:15:00,1.0,True,True,4,5,5,14,Champions,Active repeat,Protect high-value active
12485,2010-06-28 15:22:00,2010-06-28 15:22:00,1,708.1,708.1,529,529,False,,,True,False,1,1,3,5,Hibernating,Dormant,Low-cost reactivation
12486,2010-10-04 12:14:00,2010-10-04 12:14:00,1,1037.28,1037.28,432,432,False,,,True,False,1,1,3,5,Hibernating,Dormant,Low-cost reactivation
12487,2009-12-09 11:36:00,2009-12-09 11:36:00,1,285.29999999999995,285.29999999999995,731,731,False,,,True,False,1,1,1,3,Hibernating,Dormant,Low-cost reactivation
12488,2011-09-25 10:34:00,2011-11-30 08:50:00,3,1298.66,432.8866666666667,10,76,True,2011-10-31 10:42:00,36.0,False,False,5,3,4,12,Potential Loyalists,Active repeat,Develop loyalty
12489,2011-01-07 13:13:00,2011-01-07 13:13:00,1,334.93,334.93,336,336,False,,,True,False,2,1,2,5,Hibernating,Dormant,Low-cost reactivation
12490,2009-12-01 12:52:00,2011-12-04 16:07:00,21,9823.64,467.79238095238094,5,738,True,2010-01-31 13:05:00,61.0,True,True,5,5,5,15,Champions,Active repeat,Protect high-value active
12491,2011-11-01 12:18:00,2011-11-01 12:18:00,1,460.40000000000003,460.40000000000003,39,39,False,,,False,False,4,1,2,7,New Customers,New,Drive second purchase
12492,2010-11-01 14:58:00,2011-10-07 15:15:00,3,715.21,238.40333333333334,63,403,True,2011-08-26 14:51:00,297.0,True,False,3,3,3,9,Needs Attention,Active repeat,Develop loyalty
12493,2011-05-26 14:53:00,2011-06-27 10:17:00,2,433.74,216.87,166,197,True,2011-06-27 10:17:00,31.0,True,True,3,2,2,7,Needs Attention,At risk,Test win-back
