Source,Target,Type,Weight
21929,22178,Undirected,36
22178,85099B,Undirected,94
20724,22178,Undirected,31
20725,22178,Undirected,73
20728,22178,Undirected,44
20726,22178,Undirected,48
22178,85066,Undirected,47
22111,22125,Undirected,40
22112,22125,Undirected,32
22114,22125,Undirected,35
21485,22125,Undirected,30
21671,85099B,Undirected,43
20725,21671,Undirected,35
22086,22111,Undirected,98
22086,22112,Undirected,106
22083,22086,Undirected,170
22086,22114,Undirected,97
21485,22086,Undirected,86
21928,22086,Undirected,30
22086,85099B,Undirected,105
20724,22086,Undirected,40
20725,22086,Undirected,71
20728,22086,Undirected,52
20726,22086,Undirected,38
22111,22294,Undirected,37
22111,22114,Undirected,271
21485,22111,Undirected,376
21928,22111,Undirected,40
21929,22111,Undirected,45
22111,85099B,Undirected,121
20725,22111,Undirected,67
20728,22111,Undirected,40
20726,22111,Undirected,36
20754,22111,Undirected,32
22083,22112,Undirected,38
22112,22114,Undirected,489
21485,22112,Undirected,277
21928,22112,Undirected,39
21929,22112,Undirected,30
22112,85099B,Undirected,124
20724,22112,Undirected,37
20725,22112,Undirected,76
20728,22112,Undirected,41
20726,22112,Undirected,41
21217,22112,Undirected,31
22112,85066,Undirected,36
22294,85099B,Undirected,35
20725,22294,Undirected,33
22083,22114,Undirected,32
21485,22083,Undirected,34
22083,85099B,Undirected,82
22083,22356,Undirected,33
20724,22083,Undirected,38
20725,22083,Undirected,59
20728,22083,Undirected,38
20754,22083,Undirected,30
21485,22114,Undirected,196
22114,85099B,Undirected,93
20725,22114,Undirected,60
20728,22114,Undirected,40
20726,22114,Undirected,35
21217,22114,Undirected,32
21485,21929,Undirected,30
21485,85099B,Undirected,82
20725,21485,Undirected,52
21217,21485,Undirected,30
21928,21929,Undirected,425
21928,85099B,Undirected,533
21928,22356,Undirected,70
20724,21928,Undirected,90
20725,21928,Undirected,187
20728,21928,Undirected,103
20726,21928,Undirected,93
21929,85099B,Undirected,493
21929,22356,Undirected,86
20724,21929,Undirected,102
20725,21929,Undirected,170
20728,21929,Undirected,108
20726,21929,Undirected,99
22356,85099B,Undirected,227
20724,85099B,Undirected,353
20725,85099B,Undirected,611
20728,85099B,Undirected,325
20726,85099B,Undirected,244
20754,85099B,Undirected,63
21217,85099B,Undirected,102
22195,85099B,Undirected,61
85066,85099B,Undirected,57
20724,22356,Undirected,499
20725,22356,Undirected,230
20728,22356,Undirected,169
20726,22356,Undirected,128
20724,20725,Undirected,322
20724,20728,Undirected,207
20724,20726,Undirected,162
20724,21217,Undirected,34
21590,21592,Undirected,44
20725,20728,Undirected,638
20725,20726,Undirected,573
20725,20754,Undirected,59
20725,21217,Undirected,80
20725,22195,Undirected,40
20725,85066,Undirected,37
20726,20728,Undirected,471
20754,21217,Undirected,39
22083,22087,Undirected,53
22087,84946,Undirected,39
22087,84970S,Undirected,30
22087,22090,Undirected,122
22083,84970S,Undirected,30
22083,22090,Undirected,197
84946,84970S,Undirected,82
22090,84946,Undirected,31
22090,84970S,Undirected,44
21977,84991,Undirected,482
21977,22138,Undirected,118
21977,22139,Undirected,69
21731,21977,Undirected,36
22273,84991,Undirected,31
22138,84991,Undirected,97
22139,84991,Undirected,73
22273,22274,Undirected,228
22138,22274,Undirected,46
22139,22274,Undirected,42
22138,22273,Undirected,65
22139,22273,Undirected,51
22138,22179,Undirected,32
21731,22179,Undirected,40
21668,21669,Undirected,286
21668,21670,Undirected,234
21668,21671,Undirected,243
21668,21672,Undirected,237
21668,21673,Undirected,200
21668,82494L,Undirected,31
21212,21668,Undirected,38
21669,21670,Undirected,247
21669,21671,Undirected,238
21669,21672,Undirected,211
21669,21673,Undirected,206
21181,21669,Undirected,33
21212,21669,Undirected,40
21670,21671,Undirected,235
21670,21672,Undirected,210
21670,21673,Undirected,232
21212,21670,Undirected,32
21671,21672,Undirected,237
21671,21673,Undirected,176
21212,21671,Undirected,42
21672,21673,Undirected,227
21672,82494L,Undirected,30
21212,21672,Undirected,45
21673,82494L,Undirected,32
21212,21673,Undirected,51
21232,82582,Undirected,38
21181,21232,Undirected,114
21232,85150,Undirected,70
21232,82494L,Undirected,102
21232,82486,Undirected,78
21232,82483,Undirected,49
21212,21232,Undirected,179
21232,84991,Undirected,190
21232,22180,Undirected,30
21232,22063,Undirected,86
21232,37450,Undirected,109
85071A,85071B,Undirected,39
21161,21162,Undirected,30
21161,21248,Undirected,30
21159,21161,Undirected,32
21162,21248,Undirected,30
21159,21162,Undirected,57
82582,85150,Undirected,98
82494L,82582,Undirected,31
82486,82582,Undirected,40
82483,82582,Undirected,35
21181,85150,Undirected,254
21181,82494L,Undirected,99
21181,82486,Undirected,61
21181,82483,Undirected,63
21181,21212,Undirected,97
21181,84991,Undirected,71
82494L,85150,Undirected,69
82486,85150,Undirected,42
82483,85150,Undirected,37
82486,82494L,Undirected,392
82483,82494L,Undirected,359
21212,82494L,Undirected,65
82494L,84991,Undirected,63
82483,82486,Undirected,493
21212,82486,Undirected,36
21212,84991,Undirected,608
21212,22180,Undirected,30
37450,84991,Undirected,35
22063,37450,Undirected,70
21706,21707,Undirected,40
21706,21708,Undirected,30
20751,85123A,Undirected,44
48185,85123A,Undirected,116
21481,85123A,Undirected,68
85042,85123A,Undirected,38
72760B,85123A,Undirected,84
84879,85123A,Undirected,496
21733,48185,Undirected,38
21481,21733,Undirected,31
21733,84879,Undirected,131
20752,20754,Undirected,88
20751,20752,Undirected,41
20751,20754,Undirected,66
22114,48185,Undirected,34
48185,84879,Undirected,33
21481,22114,Undirected,115
22114,84879,Undirected,62
21481,84879,Undirected,50
72760B,84879,Undirected,46
21484,84032B,Undirected,30
21484,22086,Undirected,45
20967,20970,Undirected,100
20967,20972,Undirected,54
20967,20971,Undirected,46
20970,20972,Undirected,105
20970,20971,Undirected,96
20971,20972,Undirected,399
20972,22086,Undirected,60
20972,84997D,Undirected,36
20972,21231,Undirected,64
20971,22086,Undirected,50
20971,21231,Undirected,60
21058,21063,Undirected,32
22086,84997D,Undirected,34
21930,22086,Undirected,38
84997C,84997D,Undirected,438
21930,84997D,Undirected,44
21231,84997C,Undirected,31
22300,22301,Undirected,254
21231,21930,Undirected,33
48185,85099B,Undirected,133
47566B,85099B,Undirected,56
22139,85099B,Undirected,138
22275,85099B,Undirected,30
22138,85099B,Undirected,107
21479,85099B,Undirected,59
21929,48185,Undirected,54
22139,48185,Undirected,30
21929,22139,Undirected,56
22086,22139,Undirected,76
21479,22139,Undirected,33
22086,22138,Undirected,58
21479,22086,Undirected,68
21479,22138,Undirected,32
37446,37449,Undirected,84
20719,47591D,Undirected,34
21865,21867,Undirected,77
21864,21867,Undirected,49
82551,82567,Undirected,30
21864,21865,Undirected,82
21245,84997A,Undirected,47
21241,21245,Undirected,73
21705,21790,Undirected,30
21912,21913,Undirected,75
21791,21913,Undirected,45
21790,21913,Undirected,49
21912,85123A,Undirected,51
21791,21912,Undirected,107
21790,21912,Undirected,150
22130,85123A,Undirected,40
21584,85123A,Undirected,30
20972,85123A,Undirected,128
21791,85123A,Undirected,69
21931,85123A,Undirected,169
20711,85123A,Undirected,67
84997B,85123A,Undirected,71
84997A,85123A,Undirected,39
20971,85123A,Undirected,103
22335,85123A,Undirected,67
20972,21791,Undirected,72
20972,21790,Undirected,94
20972,21931,Undirected,57
20711,20972,Undirected,33
21790,21791,Undirected,395
21790,21931,Undirected,43
20971,21790,Undirected,53
20711,21931,Undirected,272
21931,84997B,Undirected,60
21931,84997A,Undirected,41
20971,21931,Undirected,42
20675,21931,Undirected,34
84997A,84997B,Undirected,275
21244,84997B,Undirected,72
20675,84997B,Undirected,98
21244,84997A,Undirected,42
20675,84997A,Undirected,64
20675,21244,Undirected,175
22086,84946,Undirected,70
22086,84949,Undirected,34
21491,22086,Undirected,39
21181,22086,Undirected,57
22086,82483,Undirected,32
21912,22086,Undirected,32
22276,85123A,Undirected,35
85014A,85123A,Undirected,73
85014B,85123A,Undirected,95
21326,85123A,Undirected,84
84946,85123A,Undirected,202
84949,85123A,Undirected,119
21908,85123A,Undirected,97
21181,85123A,Undirected,303
82483,85123A,Undirected,324
85123A,85152,Undirected,227
20982,85123A,Undirected,52
84884A,85123A,Undirected,66
79323W,85123A,Undirected,72
85014A,85014D,Undirected,34
85014A,85152,Undirected,30
85014B,85014D,Undirected,42
21181,85014B,Undirected,35
85014B,85152,Undirected,30
21326,84946,Undirected,94
21326,84949,Undirected,42
84946,84949,Undirected,135
21181,84946,Undirected,37
82483,84946,Undirected,45
84946,85152,Undirected,36
82483,84949,Undirected,34
21181,21908,Undirected,149
21908,82483,Undirected,33
21908,85152,Undirected,211
21181,85152,Undirected,343
82483,85152,Undirected,62
21523,22114,Undirected,54
22114,48187,Undirected,39
22114,72741,Undirected,41
21754,22114,Undirected,70
21181,22114,Undirected,102
22114,82600,Undirected,42
21754,22212,Undirected,42
21181,22212,Undirected,34
21523,48187,Undirected,177
21523,21754,Undirected,104
21181,21523,Undirected,54
21523,82600,Undirected,33
21523,22086,Undirected,32
21485,21523,Undirected,33
21754,48187,Undirected,99
21181,48187,Undirected,61
48187,82600,Undirected,41
22083,48187,Undirected,34
21485,48187,Undirected,40
48187,84836,Undirected,42
21754,72741,Undirected,47
21181,72741,Undirected,42
22080,22082,Undirected,125
21754,22082,Undirected,53
21181,22082,Undirected,34
22082,22086,Undirected,54
21485,22082,Undirected,42
22082,84836,Undirected,62
21172,21754,Undirected,62
21754,82600,Undirected,68
21430,21754,Undirected,40
21754,22083,Undirected,58
21754,22086,Undirected,53
21754,22121,Undirected,66
21485,21754,Undirected,78
21754,84836,Undirected,104
21172,21181,Undirected,71
21172,82600,Undirected,67
21181,82600,Undirected,255
21181,21430,Undirected,49
21181,22083,Undirected,31
21181,21485,Undirected,74
21181,84836,Undirected,54
82600,84836,Undirected,34
22083,22089,Undirected,49
22086,22121,Undirected,38
22086,84836,Undirected,40
21485,84836,Undirected,55
22077,85049E,Undirected,147
21733,85049E,Undirected,30
85049E,85123A,Undirected,60
85049E,POST,Undirected,31
21976,22077,Undirected,33
20914,21976,Undirected,38
21731,21976,Undirected,49
21976,POST,Undirected,85
21498,84946,Undirected,30
21498,85123A,Undirected,87
21498,21527,Undirected,31
21498,21533,Undirected,32
20914,21498,Undirected,42
21498,21535,Undirected,34
21498,21731,Undirected,35
21498,POST,Undirected,41
22077,84946,Undirected,49
21733,22077,Undirected,53
22077,85123A,Undirected,156
22077,84836,Undirected,53
21533,22077,Undirected,30
20914,22077,Undirected,67
22077,POST,Undirected,94
21733,84946,Undirected,71
84836,84946,Undirected,78
21533,84946,Undirected,32
20914,84946,Undirected,34
84832,84946,Undirected,43
21537,85123A,Undirected,31
21537,21539,Undirected,58
21527,21537,Undirected,55
21533,21537,Undirected,68
21531,21537,Undirected,53
20914,21537,Undirected,36
21217,21537,Undirected,34
21535,21537,Undirected,58
21537,21844,Undirected,35
21537,22073,Undirected,39
21537,22072,Undirected,31
20718,21733,Undirected,36
21733,84836,Undirected,96
21527,21733,Undirected,32
21533,21733,Undirected,40
20914,21733,Undirected,66
21535,21733,Undirected,43
15056BL,21733,Undirected,53
15056N,21733,Undirected,50
20718,85123A,Undirected,107
21539,85123A,Undirected,81
84836,85123A,Undirected,310
21527,85123A,Undirected,106
21533,85123A,Undirected,145
21531,85123A,Undirected,94
22180,85123A,Undirected,55
85123A,85232B,Undirected,71
20676,85123A,Undirected,57
20914,85123A,Undirected,235
21238,85123A,Undirected,34
21535,85123A,Undirected,144
21844,85123A,Undirected,70
22073,85123A,Undirected,50
22072,85123A,Undirected,64
15056BL,85123A,Undirected,120
15056N,85123A,Undirected,112
21731,85123A,Undirected,34
46000S,85123A,Undirected,43
20682,85123A,Undirected,30
84832,85123A,Undirected,64
85123A,POST,Undirected,30
20718,21533,Undirected,38
20718,20914,Undirected,85
20718,21217,Undirected,42
20718,21535,Undirected,41
20718,21731,Undirected,33
20718,POST,Undirected,38
21527,21539,Undirected,125
21533,21539,Undirected,171
21531,21539,Undirected,167
20914,21539,Undirected,84
21217,21539,Undirected,63
21535,21539,Undirected,181
21539,21844,Undirected,63
21539,22073,Undirected,79
21539,22072,Undirected,77
21533,84836,Undirected,30
20914,84836,Undirected,41
21535,84836,Undirected,39
84832,84836,Undirected,67
21527,21533,Undirected,168
21527,21531,Undirected,156
20914,21527,Undirected,97
21217,21527,Undirected,77
21527,21535,Undirected,200
21527,21844,Undirected,113
21527,22073,Undirected,102
21527,22072,Undirected,124
21531,21533,Undirected,187
20914,21533,Undirected,113
21217,21533,Undirected,93
21238,21533,Undirected,31
21533,21535,Undirected,319
21533,21844,Undirected,107
21533,22073,Undirected,100
21533,22072,Undirected,88
20914,21531,Undirected,88
21217,21531,Undirected,65
21531,21535,Undirected,305
21531,21844,Undirected,104
21531,22073,Undirected,82
21531,22072,Undirected,80
21535,22180,Undirected,31
22072,22180,Undirected,31
20914,22333,Undirected,30
21238,22333,Undirected,32
21242,22333,Undirected,32
21217,85232B,Undirected,30
20676,20914,Undirected,62
20676,21217,Undirected,41
20676,21238,Undirected,236
20676,21242,Undirected,205
20676,21535,Undirected,37
20676,21731,Undirected,46
20676,POST,Undirected,73
20914,21217,Undirected,97
20914,21238,Undirected,65
20914,21242,Undirected,41
20914,21535,Undirected,139
20914,21844,Undirected,55
20914,22073,Undirected,41
20914,22072,Undirected,45
20914,21731,Undirected,47
20914,POST,Undirected,56
21217,21238,Undirected,38
21217,21535,Undirected,98
21217,21844,Undirected,50
21217,22073,Undirected,57
21217,22072,Undirected,63
21217,POST,Undirected,37
21238,21242,Undirected,253
21238,21535,Undirected,34
21238,21731,Undirected,53
20682,21238,Undirected,35
21238,POST,Undirected,108
21242,POST,Undirected,66
21535,21844,Undirected,126
21535,22073,Undirected,101
21535,22072,Undirected,96
21844,22073,Undirected,57
21844,22072,Undirected,66
22072,22073,Undirected,61
15056BL,15056N,Undirected,345
15056BL,21731,Undirected,30
15056BL,POST,Undirected,61
15056N,POST,Undirected,41
20682,21731,Undirected,38
22254,22255,Undirected,39
21788,21789,Undirected,99
20682,POST,Undirected,69
22028,22030,Undirected,58
22029,22030,Undirected,88
22024,22030,Undirected,41
22030,22037,Undirected,66
22028,22029,Undirected,61
22024,22028,Undirected,82
22028,22037,Undirected,56
21122,21124,Undirected,308
21864,21866,Undirected,92
22029,22037,Undirected,153
22029,22036,Undirected,34
22024,22037,Undirected,42
21429,21431,Undirected,107
79029,85123A,Undirected,57
21034,79029,Undirected,31
71477,85123A,Undirected,175
71477,82486,Undirected,45
71477,82483,Undirected,39
22112,71477,Undirected,51
22111,71477,Undirected,43
21591,85123A,Undirected,36
82486,85123A,Undirected,338
21034,85123A,Undirected,269
21034,21590,Undirected,32
21587,21591,Undirected,48
21034,21591,Undirected,39
22112,82486,Undirected,49
22111,82486,Undirected,47
21034,82486,Undirected,58
22112,82483,Undirected,37
22111,82483,Undirected,46
21034,82483,Undirected,37
21034,22112,Undirected,88
21034,22111,Undirected,94
22077,85049D,Undirected,79
85049C,85049D,Undirected,121
21980,21985,Undirected,114
21485,21985,Undirected,36
21212,21985,Undirected,56
21212,21980,Undirected,86
21212,22083,Undirected,115
22077,22083,Undirected,48
22086,84347,Undirected,69
21212,22086,Undirected,79
22077,22086,Undirected,65
22111,84347,Undirected,31
21212,22111,Undirected,75
22077,22111,Undirected,40
21212,21485,Undirected,60
21485,22077,Undirected,54
21212,84990,Undirected,62
21212,22077,Undirected,124
22070,22071,Undirected,106
22077,85049C,Undirected,133
21754,84946,Undirected,99
21755,84946,Undirected,73
21534,21535,Undirected,48
21535,21754,Undirected,47
21535,84970S,Undirected,41
21533,21534,Undirected,68
21533,21754,Undirected,53
21533,84970S,Undirected,33
21756,84836,Undirected,31
84836,84970S,Undirected,136
21755,84836,Undirected,83
21754,22118,Undirected,59
21755,22118,Undirected,65
21754,84970S,Undirected,66
21755,84970S,Undirected,69
22086,84879,Undirected,102
20685,22086,Undirected,35
22083,84879,Undirected,80
22083,22139,Undirected,64
20685,22083,Undirected,44
85040B,85041,Undirected,30
48184,84879,Undirected,73
22139,84879,Undirected,137
21673,84879,Undirected,60
21671,84879,Undirected,55
21669,84879,Undirected,66
21500,84879,Undirected,37
20685,84879,Undirected,104
20685,48184,Undirected,187
20685,22139,Undirected,68
20685,21673,Undirected,40
20685,21669,Undirected,32
20685,21500,Undirected,32
22065,22086,Undirected,31
20975,22086,Undirected,33
21080,22086,Undirected,45
20975,21080,Undirected,65
21080,21844,Undirected,40
21080,21980,Undirected,66
21967,21980,Undirected,56
22110,22113,Undirected,39
21484,22110,Undirected,93
21484,22113,Undirected,85
22113,22139,Undirected,42
20914,21868,Undirected,32
20914,22139,Undirected,117
20914,22197,Undirected,114
20914,22273,Undirected,32
20914,21124,Undirected,33
20914,21122,Undirected,37
21868,37370,Undirected,36
22139,22197,Undirected,79
21122,22139,Undirected,31
21122,22197,Undirected,31
22079,22081,Undirected,71
22272,22273,Undirected,110
21124,21126,Undirected,34
21124,21125,Undirected,32
21122,21126,Undirected,48
21122,21125,Undirected,42
21125,21126,Undirected,58
21232,84050,Undirected,59
48194,84050,Undirected,31
21485,84050,Undirected,37
21212,84050,Undirected,45
22195,84050,Undirected,42
22196,84050,Undirected,42
21212,47568,Undirected,40
21231,21232,Undirected,639
21232,37503,Undirected,88
21232,48185,Undirected,107
21232,48194,Undirected,74
21232,48129,Undirected,30
21232,84997D,Undirected,46
21232,22111,Undirected,65
21232,21485,Undirected,50
21232,47591D,Undirected,106
21232,22195,Undirected,35
21232,22196,Undirected,34
21231,82494L,Undirected,52
21231,37503,Undirected,48
21231,48185,Undirected,49
21231,48194,Undirected,34
21231,47591D,Undirected,72
21212,21231,Undirected,99
22169,82494L,Undirected,103
21212,22169,Undirected,30
48185,82494L,Undirected,50
48188,82494L,Undirected,30
48194,82494L,Undirected,55
82494L,84997D,Undirected,37
21781,82494L,Undirected,31
22111,82494L,Undirected,72
21485,82494L,Undirected,77
21484,82494L,Undirected,32
47591D,82494L,Undirected,30
37503,48185,Undirected,38
37503,48194,Undirected,32
37503,47591D,Undirected,37
21212,37503,Undirected,69
48185,48188,Undirected,96
48185,48194,Undirected,198
48129,48185,Undirected,82
22111,48185,Undirected,33
47591D,48185,Undirected,46
21212,48185,Undirected,38
48188,48194,Undirected,157
48129,48188,Undirected,97
22111,48188,Undirected,40
21485,48188,Undirected,33
21212,48188,Undirected,44
48129,48194,Undirected,141
22111,48194,Undirected,46
21485,48194,Undirected,66
47591D,48194,Undirected,37
21212,48194,Undirected,57
22196,48194,Undirected,40
22111,48129,Undirected,33
47591D,84997D,Undirected,50
21212,84997D,Undirected,95
21484,22111,Undirected,150
22111,47591D,Undirected,30
21484,21485,Undirected,168
21485,47591D,Undirected,30
47591B,47591D,Undirected,36
21212,47591D,Undirected,113
20751,21212,Undirected,46
21212,22195,Undirected,65
21212,22196,Undirected,69
22195,22196,Undirected,186
21591,22086,Undirected,38
22086,85099C,Undirected,39
20727,22086,Undirected,49
21871,21875,Undirected,47
20725,21871,Undirected,38
22083,22085,Undirected,67
22083,22138,Undirected,54
20727,22083,Undirected,30
22138,85099C,Undirected,44
20719,22138,Undirected,48
22138,22356,Undirected,52
20724,22138,Undirected,72
20727,22138,Undirected,92
20726,22138,Undirected,55
20725,22138,Undirected,100
21930,85099B,Undirected,375
21930,85099C,Undirected,253
20719,21930,Undirected,70
21930,22356,Undirected,94
20724,21930,Undirected,104
20727,21930,Undirected,221
20726,21930,Undirected,119
20725,21930,Undirected,187
85099B,85099C,Undirected,670
20719,85099B,Undirected,178
20727,85099B,Undirected,340
22348,85099B,Undirected,65
20719,85099C,Undirected,81
22356,85099C,Undirected,105
20724,85099C,Undirected,138
20727,85099C,Undirected,178
20726,85099C,Undirected,107
20725,85099C,Undirected,241
20719,22356,Undirected,304
20719,20724,Undirected,406
20719,20727,Undirected,144
20719,20726,Undirected,177
20719,20725,Undirected,177
20727,22356,Undirected,180
20724,20727,Undirected,212
20724,22348,Undirected,42
20726,20727,Undirected,443
20725,20727,Undirected,716
20727,22348,Undirected,42
20725,22348,Undirected,63
22271,22273,Undirected,250
22138,22271,Undirected,62
22147,22271,Undirected,126
22150,22271,Undirected,93
21034,22271,Undirected,43
22147,22273,Undirected,112
22150,22273,Undirected,96
22086,22273,Undirected,31
21034,22273,Undirected,47
22131,22195,Undirected,64
22138,22195,Undirected,45
22132,22195,Undirected,30
21559,22195,Undirected,31
22131,22138,Undirected,33
22131,22196,Undirected,54
22131,22132,Undirected,34
21559,22131,Undirected,52
22131,22352,Undirected,35
21034,22131,Undirected,39
22079,22147,Undirected,31
21034,22079,Undirected,41
22079,22080,Undirected,126
22138,22147,Undirected,59
22138,22150,Undirected,41
22138,22196,Undirected,44
21086,22138,Undirected,31
21559,22138,Undirected,50
21094,22138,Undirected,41
20754,22138,Undirected,35
21034,22138,Undirected,65
22142,22147,Undirected,33
22147,22150,Undirected,217
22086,22147,Undirected,52
21034,22147,Undirected,60
22083,22147,Undirected,34
22147,22274,Undirected,100
22142,22150,Undirected,35
22086,22142,Undirected,77
22086,22150,Undirected,57
21034,22150,Undirected,41
22083,22150,Undirected,42
22150,22274,Undirected,90
22134,22196,Undirected,32
22132,22196,Undirected,35
21559,22196,Undirected,35
21034,22086,Undirected,97
21186,22086,Undirected,35
21086,21559,Undirected,36
21086,22352,Undirected,43
21086,21094,Undirected,402
21086,22083,Undirected,58
21558,21559,Undirected,195
21559,22352,Undirected,251
21034,21559,Undirected,45
21558,22352,Undirected,139
21094,22352,Undirected,31
21034,22352,Undirected,30
22275,22276,Undirected,66
21094,22083,Undirected,57
22302,22303,Undirected,221
21034,22083,Undirected,40
21034,22274,Undirected,32
21186,21187,Undirected,33
21977,48187,Undirected,45
21175,48187,Undirected,60
48187,84991,Undirected,46
21175,21523,Undirected,50
21523,84991,Undirected,35
21175,21977,Undirected,60
21615,21619,Undirected,31
85049A,85049B,Undirected,32
85049A,85049G,Undirected,53
85049B,85049G,Undirected,61
21175,21770,Undirected,58
21175,84991,Undirected,59
37500,84991,Undirected,35
22086,35400,Undirected,37
21900,21901,Undirected,233
21901,21902,Undirected,177
21900,21902,Undirected,156
22079,85049G,Undirected,30
85049D,85049H,Undirected,58
85049D,85049G,Undirected,79
85049G,85049H,Undirected,40
22086,22130,Undirected,38
84997A,84997D,Undirected,254
84997A,84997C,Undirected,234
84997B,84997D,Undirected,356
22273,84997D,Undirected,31
84997B,84997C,Undirected,387
21479,22111,Undirected,132
21731,22353,Undirected,33
20685,21731,Undirected,50
21212,21731,Undirected,84
21731,85099B,Undirected,130
20719,21731,Undirected,110
20712,21731,Undirected,88
20711,21731,Undirected,47
22352,22353,Undirected,102
21210,22352,Undirected,30
21212,22352,Undirected,82
21238,22352,Undirected,49
22352,85099B,Undirected,117
20719,22352,Undirected,62
20712,22352,Undirected,61
20711,22352,Undirected,48
20682,22352,Undirected,42
21212,22353,Undirected,46
22353,85099B,Undirected,53
20719,22353,Undirected,48
22353,POST,Undirected,47
20685,21210,Undirected,57
20685,21212,Undirected,130
20685,21238,Undirected,43
20685,85099B,Undirected,219
20685,20719,Undirected,33
