CampaignID,StartDate,EndDate,Channel,Impressions,Clicks,Leads,Conversions,Cost_USD,Revenue_USD,ROI,CTR,ClickToLead,LeadToConversion,ClickToConversion,CPC,CPL,CAC,ROAS,StartMonth,Priority
CAMP00026,2025-11-13,2025-12-10,Email,129825,10182,2627,555,8459.57,42060.82,3.972,0.07842865395725014,0.25800432135140444,0.2112676056338028,0.054507955215085446,0.8308357886466313,3.2202398172820708,15.242468468468468,4.971980845362117,2025-11,Scale review
CAMP00027,2025-12-08,2025-12-18,Search,34010,1975,427,102,2965.61,8919.75,2.0077,0.058071155542487506,0.21620253164556963,0.2388758782201405,0.051645569620253164,1.5015746835443038,6.9452224824355975,29.074607843137255,3.0077285954660256,2025-12,Investigate
CAMP00028,2025-11-07,2025-11-21,Social,38443,939,143,31,618.11,2858.4,3.6244,0.024425773222693337,0.15228966986155484,0.21678321678321677,0.03301384451544196,0.6582641107561236,4.322447552447553,19.93903225806452,4.62441960168902,2025-11,Investigate
CAMP00029,2025-04-23,2025-05-19,Email,31720,2324,612,118,2601.96,9282.22,2.5674,0.07326607818411097,0.2633390705679862,0.19281045751633988,0.050774526678141134,1.1196041308089502,4.251568627450981,22.050508474576272,3.5673953481221847,2025-04,Scale review
CAMP00030,2025-11-11,2025-12-01,Search,34637,2004,447,115,3133.42,8866.98,1.8298,0.0578572047232728,0.22305389221556887,0.25727069351230425,0.05738522954091816,1.5635828343313374,7.009888143176734,27.24713043478261,2.829808962730818,2025-11,Investigate
CAMP00031,2025-07-24,2025-08-08,Search,46949,2391,478,109,2976.73,9413.46,2.1623,0.0509276022918486,0.1999163529903806,0.2280334728033473,0.04558762024257633,1.2449728147218737,6.227468619246862,27.309449541284405,3.1623492893208316,2025-07,Investigate
CAMP00032,2025-02-15,2025-02-26,Display,75149,824,72,4,482.82,215.52,-0.5536,0.010964883098910165,0.08737864077669903,0.05555555555555555,0.0048543689320388345,0.5859466019417475,6.7058333333333335,120.705,0.446377531999503,2025-02,Investigate
CAMP00033,2025-06-14,2025-06-26,Display,133069,1732,181,31,1113.2,2099.24,0.8858,0.013015803831095147,0.10450346420323325,0.1712707182320442,0.01789838337182448,0.6427251732101616,6.150276243093923,35.90967741935484,1.885770750988142,2025-06,Investigate
CAMP00034,2025-01-04,2025-01-12,Social,36714,844,126,23,703.53,1725.27,1.4523,0.022988505747126436,0.14928909952606634,0.18253968253968253,0.027251184834123223,0.8335663507109005,5.583571428571428,30.588260869565215,2.4523048057652126,2025-01,Investigate
CAMP00035,2025-10-26,2025-11-18,Email,70350,4260,975,189,4164.3,12899.37,2.0976,0.06055437100213219,0.22887323943661972,0.19384615384615383,0.044366197183098595,0.9775352112676057,4.271076923076923,22.033333333333335,3.0976082414811614,2025-10,Scale review
CAMP00036,2025-06-06,2025-06-26,Influencer,66077,1946,292,63,2130.72,7388.02,2.4674,0.02945048958033809,0.1500513874614594,0.21575342465753425,0.03237410071942446,1.094922918807811,7.296986301369862,33.82095238095238,3.467381917849366,2025-06,Investigate
CAMP00037,2025-09-09,2025-09-26,Social,96444,2679,439,81,2162.06,5208.15,1.4089,0.027777777777777776,0.16386711459499814,0.1845102505694761,0.030235162374020158,0.8070399402762225,4.924965831435079,26.6920987654321,2.408883194730951,2025-09,Investigate
CAMP00038,2025-03-28,2025-04-22,Email,81104,5316,1276,248,4358.94,20160.26,3.625,0.06554547247977904,0.2400300978179082,0.19435736677115986,0.046651617757712566,0.8199661399548532,3.416097178683385,17.576370967741934,4.625037279705617,2025-03,Scale review
CAMP00039,2025-10-09,2025-11-02,Influencer,53870,1684,290,65,1901.61,5321.53,1.7984,0.03126044180434379,0.17220902612826602,0.22413793103448276,0.03859857482185273,1.1292220902612826,6.557275862068965,29.25553846153846,2.7984339585929816,2025-10,Investigate
CAMP00040,2025-10-30,2025-11-19,Email,16648,1421,409,93,967.82,5892.22,5.0881,0.08535559827006246,0.28782547501759326,0.2273838630806846,0.06544686840253343,0.6810837438423646,2.366308068459658,10.406666666666668,6.088136223677957,2025-10,Scale review
CAMP00041,2025-05-19,2025-06-04,Social,92666,1545,215,29,1108.87,1316.05,0.1868,0.016672781818574234,0.13915857605177995,0.13488372093023257,0.018770226537216828,0.717715210355987,5.157534883720929,38.236896551724136,1.1868388539684545,2025-05,Investigate
CAMP00042,2025-06-03,2025-06-13,Email,76731,3935,862,178,2952.53,12410.12,3.2032,0.0512830537853019,0.2190597204574333,0.20649651972157773,0.045235069885641674,0.7503252858958069,3.4252088167053367,16.587247191011237,4.203215547344142,2025-06,Scale review
CAMP00043,2025-09-11,2025-10-06,Search,47070,2808,615,145,4316.46,14401.22,2.3363,0.05965583173996176,0.21901709401709402,0.23577235772357724,0.05163817663817664,1.5372008547008547,7.018634146341464,29.768689655172413,3.3363496939621817,2025-09,Investigate
CAMP00044,2025-07-10,2025-08-06,Social,57323,1407,213,37,1091.87,2452.94,1.2465,0.024545121504457198,0.1513859275053305,0.17370892018779344,0.026297085998578537,0.7760270078180526,5.126150234741783,29.509999999999998,2.2465494976508196,2025-07,Investigate
CAMP00045,2025-02-17,2025-03-03,Search,93754,5319,1182,287,6813.04,23599.04,2.4638,0.05673357936728033,0.2222222222222222,0.2428087986463621,0.053957510810302686,1.2808873848467757,5.763993231810491,23.738815331010453,3.463804703920717,2025-02,Scale review
CAMP00046,2025-10-07,2025-10-17,Social,92142,2615,441,87,1932.42,7348.6,2.8028,0.028380108962253913,0.16864244741873805,0.19727891156462585,0.03326959847036329,0.7389751434034417,4.381904761904762,22.211724137931036,3.802796493515902,2025-10,Scale review
CAMP00047,2025-01-15,2025-02-05,Social,90918,1913,294,49,1682.92,3833.74,1.278,0.021040937988077168,0.15368531102979613,0.16666666666666666,0.02561421850496602,0.8797281756403555,5.72421768707483,34.34530612244898,2.2780286644641454,2025-01,Investigate
CAMP00048,2025-11-11,2025-12-01,Search,55565,3118,673,150,3517.0,12962.97,2.6858,0.05611446054170791,0.2158434894162925,0.22288261515601784,0.04810776138550353,1.1279666452854393,5.225854383358098,23.446666666666665,3.6858032413989195,2025-11,Scale review
CAMP00049,2025-04-09,2025-04-27,Display,19694,211,17,1,143.12,49.81,-0.652,0.010713923022240276,0.08056872037914692,0.058823529411764705,0.004739336492890996,0.6782938388625592,8.418823529411766,143.12,0.34802962548910005,2025-04,Investigate
CAMP00050,2025-12-23,2026-01-18,Social,63186,1360,196,32,1120.0,1769.62,0.58,0.021523755262241637,0.14411764705882352,0.16326530612244897,0.023529411764705882,0.8235294117647058,5.714285714285714,35.0,1.5800178571428571,2025-12,Investigate
CAMP00051,2025-03-02,2025-03-12,Social,103848,2135,328,54,1643.89,3806.39,1.3155,0.020558893767814498,0.15362997658079625,0.16463414634146342,0.02529274004683841,0.7699718969555036,5.011859756097561,30.44240740740741,2.315477312958896,2025-03,Investigate
CAMP00052,2025-06-22,2025-07-04,Email,42009,2954,709,139,2567.74,6997.56,1.7252,0.07031826513366184,0.24001354096140826,0.19605077574047955,0.04705484089370345,0.8692417061611374,3.6216361071932295,18.47294964028777,2.7251824561676807,2025-06,Investigate
CAMP00053,2025-03-16,2025-04-09,Email,67017,5342,1438,341,4134.31,18963.61,3.5869,0.0797111180745184,0.26918757019842754,0.23713490959666203,0.06383377012354924,0.7739254960688882,2.8750417246175246,12.124076246334312,4.586886324441079,2025-03,Scale review
CAMP00054,2025-12-18,2026-01-08,Social,75776,2302,406,75,2315.14,5995.75,1.5898,0.030379011824324325,0.17636837532580366,0.18472906403940886,0.03258036490008688,1.0057080799304952,5.70231527093596,30.868533333333332,2.5898001848700294,2025-12,Investigate
CAMP00055,2025-06-17,2025-07-08,Email,34177,2474,589,116,2763.09,6120.5,1.2151,0.07238786318284227,0.23807599029911075,0.1969439728353141,0.04688763136620857,1.116851253031528,4.691154499151104,23.819741379310347,2.2150925232258087,2025-06,Investigate
CAMP00056,2025-10-13,2025-10-24,Social,83235,2092,311,62,2113.99,5004.58,1.3674,0.025133657716105005,0.14866156787762907,0.19935691318327975,0.029636711281070746,1.0105114722753346,6.797395498392282,34.096612903225804,2.367362191874134,2025-10,Investigate
CAMP00057,2025-08-13,2025-09-02,Social,72820,1750,273,43,1391.21,3887.39,1.7943,0.024031859379291403,0.156,0.1575091575091575,0.02457142857142857,0.7949771428571428,5.096007326007326,32.35372093023256,2.7942510476491687,2025-08,Investigate
CAMP00058,2025-06-21,2025-07-18,Email,35718,1987,451,78,1251.84,6070.35,3.8491,0.0556302144576964,0.22697533970810266,0.1729490022172949,0.03925515853044791,0.6300150981378962,2.7756984478935696,16.049230769230768,4.849142062883436,2025-06,Landing / offer optimisation
CAMP00059,2025-06-10,2025-07-03,Search,17548,862,174,38,1239.61,2696.09,1.175,0.04912240711192159,0.20185614849187936,0.21839080459770116,0.04408352668213457,1.4380626450116007,7.12419540229885,32.621315789473684,2.1749501859455798,2025-06,Investigate
CAMP00060,2025-06-08,2025-06-14,Display,40229,393,38,1,262.45,62.7,-0.7611,0.009769072062442517,0.09669211195928754,0.02631578947368421,0.002544529262086514,0.6678117048346056,6.906578947368421,262.45,0.2389026481234521,2025-06,Investigate
CAMP00061,2025-03-12,2025-03-23,Social,46175,1391,267,42,1195.73,2758.08,1.3066,0.03012452625879805,0.19194823867721064,0.15730337078651685,0.0301941049604601,0.8596189791516895,4.478389513108614,28.469761904761906,2.3066076789910763,2025-03,Investigate
CAMP00062,2025-04-07,2025-04-15,Email,181295,13015,3277,636,10315.22,40882.97,2.9634,0.0717890730577236,0.2517864003073377,0.19407995117485505,0.048866692278140604,0.792563964656166,3.147763198046994,16.21889937106918,3.9633638448816413,2025-04,Scale review
CAMP00063,2025-09-27,2025-10-03,Social,56206,1139,171,26,881.78,2192.15,1.4861,0.02026474041917233,0.15013169446883232,0.15204678362573099,0.0228270412642669,0.7741703248463564,5.156608187134503,33.91461538461538,2.4860509424119397,2025-09,Investigate
CAMP00064,2025-09-10,2025-10-06,Search,24536,1534,376,91,2385.17,8823.67,2.6994,0.06252037821975873,0.24511082138200782,0.24202127659574468,0.059322033898305086,1.5548696219035203,6.343537234042554,26.21065934065934,3.6993883035590756,2025-09,Scale review
CAMP00065,2025-01-15,2025-02-06,Influencer,24041,861,158,32,1000.58,3450.29,2.4483,0.035813818060812776,0.1835075493612079,0.20253164556962025,0.03716608594657375,1.1621138211382114,6.332784810126583,31.268125,3.448289991804753,2025-01,Investigate
CAMP00066,2025-05-06,2025-05-29,Influencer,71828,2670,507,118,2667.11,10521.74,2.945,0.03717213342986022,0.1898876404494382,0.23274161735700197,0.044194756554307116,0.9989176029962548,5.260571992110454,22.60262711864407,3.9449966443078837,2025-05,Scale review
CAMP00067,2025-05-22,2025-06-09,Search,80520,5598,1353,393,8759.97,27129.81,2.097,0.0695230998509687,0.2416934619506967,0.29046563192904656,0.07020364415862808,1.56483922829582,6.474478935698447,22.29,3.097020880208494,2025-05,Scale review
CAMP00068,2025-05-10,2025-05-19,Email,63989,5481,1473,344,4695.28,20643.63,3.3967,0.08565534701276782,0.2687465790914067,0.23353699932111338,0.06276226965882138,0.8566465973362525,3.1875627970128986,13.64906976744186,4.396677088480347,2025-05,Scale review
CAMP00069,2025-02-18,2025-03-12,Display,58290,608,57,8,366.89,405.71,0.1058,0.010430605592726025,0.09375,0.14035087719298245,0.013157894736842105,0.6034375,6.4366666666666665,45.86125,1.1058082804110223,2025-02,Investigate
CAMP00070,2025-01-08,2025-01-20,Email,21464,1657,425,94,1374.09,7380.8,4.3714,0.07719903093551994,0.2564876282438141,0.2211764705882353,0.056729028364514184,0.8292637296318648,3.2331529411764706,14.617978723404255,5.371409441885175,2025-01,Scale review
CAMP00071,2025-05-25,2025-06-16,Social,77605,2324,388,82,1893.1,5500.82,1.9057,0.029946524064171122,0.16695352839931152,0.211340206185567,0.035283993115318414,0.8145869191049914,4.879123711340206,23.086585365853658,2.9057207754476786,2025-05,Scale review
CAMP00072,2025-02-05,2025-03-03,Email,12633,1169,354,93,1013.04,6593.69,5.5088,0.09253542309823479,0.3028229255774166,0.2627118644067797,0.07955517536355859,0.8665868263473053,2.8616949152542372,10.892903225806451,6.5088150517255,2025-02,Scale review
CAMP00073,2025-12-01,2025-12-12,Display,83891,883,72,12,648.03,628.68,-0.0299,0.010525562932853345,0.08154020385050963,0.16666666666666666,0.013590033975084938,0.7338958097395243,9.000416666666666,54.0025,0.9701402712837368,2025-12,Investigate
CAMP00074,2025-03-19,2025-04-05,Influencer,12844,483,86,21,546.71,2343.09,3.2858,0.03760510744316412,0.17805383022774326,0.2441860465116279,0.043478260869565216,1.131904761904762,6.357093023255814,26.033809523809527,4.285800515812771,2025-03,Investigate
CAMP00075,2025-02-14,2025-02-26,Influencer,21945,601,98,19,667.89,1581.71,1.3682,0.027386648439280018,0.16306156405990016,0.19387755102040816,0.03161397670549085,1.1112978369384359,6.815204081632653,35.15210526315789,2.368219317552292,2025-02,Investigate
CAMP00076,2025-02-04,2025-02-14,Social,44068,1247,206,33,1106.84,2816.51,1.5446,0.028297177089951893,0.16519647153167602,0.16019417475728157,0.026463512429831595,0.8876022453889334,5.373009708737864,33.54060606060606,2.5446405984604823,2025-02,Investigate
CAMP00077,2025-01-14,2025-02-02,Search,34478,1638,341,69,2053.27,7319.16,2.5646,0.04750855618075294,0.2081807081807082,0.20234604105571846,0.04212454212454213,1.2535225885225885,6.021319648093842,29.757536231884057,3.5646359222118864,2025-01,Investigate
CAMP00078,2025-05-23,2025-06-07,Influencer,42410,1249,184,32,1325.64,2729.39,1.0589,0.029450601273284603,0.14731785428342675,0.17391304347826086,0.025620496397117692,1.061361088871097,7.204565217391305,41.42625,2.058922482725325,2025-05,Investigate
CAMP00079,2025-10-27,2025-11-22,Search,31883,2025,459,114,2414.57,11769.33,3.8743,0.06351347112881472,0.22666666666666666,0.24836601307189543,0.056296296296296296,1.1923802469135802,5.260501089324619,21.18043859649123,4.874296458582688,2025-10,Scale review
CAMP00080,2025-06-20,2025-07-08,Search,85855,3691,739,138,4991.67,11224.42,1.2486,0.042991089627860926,0.2002167434299648,0.18673883626522328,0.03738824166892441,1.3523895963153618,6.754627875507443,36.171521739130434,2.2486302179430933,2025-06,Landing / offer optimisation
CAMP00081,2025-08-24,2025-09-02,Search,99028,7914,2155,609,12594.44,59871.12,3.7538,0.0799167912105667,0.2723022491786707,0.2825986078886311,0.07695223654283548,1.5914126863785696,5.844287703016241,20.680525451559934,4.7537738875249715,2025-08,Scale review
CAMP00082,2025-04-10,2025-04-17,Social,67290,1794,321,47,1631.22,3287.35,1.0153,0.026660722246990638,0.17892976588628762,0.14641744548286603,0.026198439241917504,0.9092642140468228,5.081682242990654,34.7068085106383,2.0152707789262023,2025-04,Investigate
CAMP00083,2025-03-04,2025-03-20,Social,70573,2165,368,62,1659.13,3659.54,1.2057,0.030677454550607174,0.16997690531177828,0.16847826086956522,0.028637413394919167,0.7663418013856813,4.508505434782609,26.760161290322582,2.2056981671116787,2025-03,Investigate
CAMP00084,2025-05-25,2025-06-05,Search,41665,1921,382,89,3510.78,7319.19,1.0848,0.04610584423376935,0.19885476314419573,0.23298429319371727,0.0463300364393545,1.8275793857365956,9.190523560209424,39.44696629213483,2.084776032676499,2025-05,Investigate
CAMP00085,2025-01-15,2025-02-07,Search,11360,616,129,29,867.41,2626.94,2.0285,0.054225352112676053,0.20941558441558442,0.2248062015503876,0.04707792207792208,1.4081331168831168,6.724108527131783,29.910689655172412,3.0284871052904627,2025-01,Investigate
CAMP00086,2025-04-16,2025-05-10,Social,45050,2064,440,97,1461.86,6936.25,3.7448,0.0458157602663707,0.2131782945736434,0.22045454545454546,0.04699612403100775,0.708265503875969,3.322409090909091,15.070721649484534,4.744811404648872,2025-04,Scale review
CAMP00087,2025-03-28,2025-04-13,Social,47686,1047,170,31,719.5,2044.61,1.8417,0.021956129681667574,0.1623686723973257,0.18235294117647058,0.029608404966571154,0.6872015281757402,4.232352941176471,23.20967741935484,2.8417095205003475,2025-03,Investigate
CAMP00088,2025-01-06,2025-01-14,Social,60812,1736,306,52,1319.15,3770.56,1.8583,0.02854699730316385,0.17626728110599077,0.16993464052287582,0.029953917050691243,0.7598790322580645,4.310947712418301,25.368269230769233,2.858325436834325,2025-01,Investigate
CAMP00089,2025-01-18,2025-02-11,Social,167470,5292,1017,239,3585.28,15455.43,3.3108,0.03159968949662626,0.1921768707482993,0.23500491642084562,0.04516250944822373,0.677490551776266,3.5253490658800395,15.001171548117156,4.31080138789718,2025-01,Scale review
CAMP00090,2025-02-16,2025-02-22,Influencer,65528,2878,607,145,3123.19,10650.55,2.4102,0.04392015626907581,0.21091035441278666,0.23887973640856672,0.050382209867963865,1.0851945795691453,5.145288303130148,21.539241379310344,3.410151159551612,2025-02,Scale review
CAMP00091,2025-12-03,2025-12-13,Influencer,59443,2671,554,135,2827.34,11528.31,3.0774,0.044933802129771376,0.20741295394983153,0.24368231046931407,0.05054286783976039,1.058532384874579,5.103501805054152,20.94325925925926,4.077440279556049,2025-12,Scale review
CAMP00092,2025-10-25,2025-11-13,Search,62449,3605,817,208,5771.59,14716.44,1.5498,0.05772710531793944,0.22662968099861303,0.25458996328029376,0.05769764216366158,1.600995839112344,7.06436964504284,27.748028846153847,2.54980689896545,2025-10,Investigate
CAMP00093,2025-05-20,2025-06-09,Influencer,134768,4594,805,191,4855.09,24076.69,3.9591,0.03408821085124065,0.17522855898998693,0.2372670807453416,0.041575968654767086,1.0568328254244668,6.031167701863354,25.41931937172775,4.95906152100167,2025-05,Scale review
CAMP00094,2025-07-17,2025-07-29,Display,60933,645,67,6,431.36,460.91,0.0685,0.010585397075476342,0.10387596899224806,0.08955223880597014,0.009302325581395349,0.6687751937984496,6.438208955223881,71.89333333333333,1.068504265578635,2025-07,Investigate
CAMP00095,2025-09-09,2025-09-22,Social,38905,1261,211,42,1048.61,2521.86,1.405,0.0324122863385169,0.16732751784298175,0.1990521327014218,0.03330689928628073,0.8315701823949245,4.969715639810426,24.96690476190476,2.404955131078285,2025-09,Investigate
CAMP00096,2025-09-21,2025-10-08,Social,7706,228,27,3,175.94,159.12,-0.0956,0.02958733454451077,0.11842105263157894,0.1111111111111111,0.013157894736842105,0.7716666666666666,6.5162962962962965,58.64666666666667,0.9043992270092077,2025-09,Investigate
CAMP00097,2025-07-29,2025-08-10,Social,65414,1505,263,55,1111.79,3448.41,2.1017,0.0230073073042468,0.17475083056478405,0.20912547528517111,0.036544850498338874,0.7387308970099667,4.227338403041825,20.214363636363636,3.1016738772609935,2025-07,Investigate
CAMP00098,2025-09-18,2025-10-11,Influencer,33261,1047,180,31,1056.82,1968.56,0.8627,0.031478307928204205,0.17191977077363896,0.17222222222222222,0.029608404966571154,1.0093791786055395,5.8712222222222215,34.09096774193548,1.8627202361802389,2025-09,Investigate
CAMP00099,2025-11-12,2025-12-08,Search,56389,3123,690,152,4078.29,10054.38,1.4653,0.05538314210218305,0.22094140249759847,0.22028985507246376,0.04867114953570285,1.3058885686839576,5.910565217391304,26.830855263157893,2.4653420919061664,2025-11,Investigate
CAMP00100,2025-08-18,2025-08-28,Social,73185,1904,282,38,1755.83,2609.71,0.4863,0.026016260162601626,0.148109243697479,0.1347517730496454,0.01995798319327731,0.9221796218487395,6.226347517730496,46.20605263157895,1.4863113171548499,2025-08,Investigate
CAMP00101,2025-07-04,2025-07-25,Display,122486,1370,119,18,977.41,1286.67,0.3164,0.011184951749587708,0.08686131386861314,0.15126050420168066,0.013138686131386862,0.7134379562043796,8.213529411764705,54.300555555555555,1.3164076487860776,2025-07,Investigate
CAMP00102,2025-01-17,2025-01-25,Search,88766,5860,1391,367,7293.03,28600.64,2.9216,0.06601626748980466,0.23737201365187713,0.26383896477354424,0.06262798634812286,1.2445443686006825,5.243012221423436,19.87201634877384,3.9216402510342068,2025-01,Scale review
CAMP00103,2025-01-26,2025-02-12,Social,64715,1500,207,42,1077.13,3537.01,2.2837,0.023178552113111334,0.138,0.2028985507246377,0.028,0.7180866666666668,5.20352657004831,25.645952380952384,3.2837354822537668,2025-01,Investigate
CAMP00104,2025-07-08,2025-08-01,Email,63183,4761,1281,251,3174.42,17439.85,4.4939,0.07535254736242343,0.26906112161310647,0.1959406713505074,0.052720016803192604,0.6667548834278513,2.47807962529274,12.647091633466136,5.49386974628436,2025-07,Scale review
CAMP00105,2025-08-15,2025-09-01,Display,93880,949,84,11,625.25,822.62,0.3157,0.010108649339582446,0.08851422550052687,0.13095238095238096,0.011591148577449948,0.6588514225500527,7.443452380952381,56.84090909090909,1.3156657337065174,2025-08,Investigate
CAMP00106,2025-08-08,2025-09-01,Search,120020,6144,1332,290,8725.14,24515.81,1.8098,0.05119146808865189,0.216796875,0.21771771771771772,0.047200520833333336,1.4201074218749998,6.550405405405405,30.08668965517241,2.8097898715665313,2025-08,Investigate
CAMP00107,2025-10-03,2025-10-20,Social,51916,1158,177,27,947.33,1686.78,0.7806,0.022305262346868016,0.15284974093264247,0.15254237288135594,0.023316062176165803,0.8180742659758204,5.352146892655368,35.0862962962963,1.7805622116896962,2025-10,Investigate
