order_id,session_id,user_id,order_date,product_key,channel_id,device_id,geo_id,quantity,unit_price,item_revenue
O000044,S0000763,U000324,2020-12-22,4,3,1,6,1,25.99,25.99
O000045,S0000770,U000326,2020-11-28,25,2,2,10,1,5.94,5.94
O000045,S0000770,U000326,2020-11-28,30,2,2,10,1,21.24,21.24
O000046,S0000826,U000352,2020-11-18,27,2,1,1,1,8.99,8.99
O000047,S0000828,U000353,2021-01-18,17,1,1,1,1,17.99,17.99
O000047,S0000828,U000353,2021-01-18,12,1,1,1,1,59.99,59.99
O000047,S0000828,U000353,2021-01-18,14,1,1,1,1,16.99,16.99
O000048,S0000865,U000369,2021-01-02,42,7,1,10,1,12.99,12.99
O000049,S0000887,U000377,2020-12-15,27,1,1,1,1,8.99,8.99
O000049,S0000887,U000377,2020-12-15,10,1,1,1,1,14.99,14.99
O000050,S0000890,U000378,2020-11-06,29,3,2,3,1,10.99,10.99
O000051,S0000910,U000386,2020-11-29,42,5,1,5,1,10.39,10.39
O000051,S0000910,U000386,2020-11-29,9,5,1,5,1,19.19,19.19
O000051,S0000910,U000386,2020-11-29,40,5,1,5,1,26.09,26.09
O000052,S0000945,U000399,2020-12-02,37,1,1,3,2,21.24,42.48
O000053,S0000964,U000409,2020-12-19,33,1,2,6,1,44.99,44.99
O000053,S0000964,U000409,2020-12-19,3,1,2,6,1,26.99,26.99
O000054,S0000970,U000412,2020-12-07,23,7,1,1,1,19.99,19.99
O000054,S0000970,U000412,2020-12-07,25,7,1,1,1,6.99,6.99
O000055,S0000979,U000415,2020-12-05,41,4,2,1,2,15.99,31.98
O000055,S0000979,U000415,2020-12-05,37,4,2,1,1,24.99,24.99
O000056,S0000999,U000423,2020-12-28,9,1,2,1,1,23.99,23.99
O000057,S0001012,U000428,2021-01-10,9,2,2,1,1,23.99,23.99
O000057,S0001012,U000428,2021-01-10,10,2,2,1,1,14.99,14.99
O000058,S0001042,U000436,2021-01-01,17,1,2,3,1,17.99,17.99
O000059,S0001047,U000438,2020-12-17,2,2,1,1,1,27.99,27.99
O000060,S0001051,U000440,2020-11-23,27,2,1,7,1,8.99,8.99
O000061,S0001052,U000440,2020-12-02,18,2,2,7,1,15.19,15.19
O000061,S0001052,U000440,2020-12-02,5,2,2,7,1,46.74,46.74
O000062,S0001088,U000452,2021-01-31,27,2,2,2,1,8.99,8.99
O000063,S0001097,U000457,2020-11-24,11,1,2,1,1,17.09,17.09
O000063,S0001097,U000457,2020-11-24,4,1,2,1,1,23.39,23.39
O000064,S0001110,U000462,2020-12-06,12,2,2,8,1,59.99,59.99
O000064,S0001110,U000462,2020-12-06,34,2,2,8,1,21.99,21.99
O000064,S0001110,U000462,2020-12-06,7,2,2,8,2,79.99,159.98
O000065,S0001139,U000477,2020-12-13,5,2,2,1,1,54.99,54.99
O000066,S0001149,U000482,2020-11-30,36,1,1,3,1,17.84,17.84
O000066,S0001149,U000482,2020-11-30,32,1,1,3,1,16.99,16.99
O000066,S0001149,U000482,2020-11-30,9,1,1,3,1,20.39,20.39
O000067,S0001150,U000482,2020-12-10,31,2,2,3,1,29.99,29.99
O000068,S0001155,U000485,2021-01-19,14,1,1,1,1,16.99,16.99
O000068,S0001155,U000485,2021-01-19,15,1,1,1,1,24.99,24.99
O000069,S0001166,U000490,2020-11-03,2,1,1,7,1,27.99,27.99
O000070,S0001197,U000503,2021-01-26,5,2,2,1,1,54.99,54.99
O000070,S0001197,U000503,2021-01-26,38,2,2,1,1,16.99,16.99
O000071,S0001200,U000504,2020-11-17,13,2,2,1,1,74.99,74.99
O000071,S0001200,U000504,2020-11-17,34,2,2,1,1,21.99,21.99
O000072,S0001208,U000507,2020-12-14,42,2,1,1,1,12.99,12.99
O000072,S0001208,U000507,2020-12-14,1,2,1,1,1,24.99,24.99
O000073,S0001216,U000510,2020-12-22,12,3,3,1,1,59.99,59.99
O000074,S0001226,U000515,2020-11-23,42,3,1,7,1,12.99,12.99
O000074,S0001226,U000515,2020-11-23,25,3,1,7,1,6.99,6.99
O000075,S0001237,U000519,2020-12-02,9,1,2,5,1,19.19,19.19
O000075,S0001237,U000519,2020-12-02,26,1,2,5,1,6.79,6.79
O000076,S0001242,U000521,2021-01-17,11,4,2,5,1,18.99,18.99
O000076,S0001242,U000521,2021-01-17,26,4,2,5,1,7.99,7.99
O000076,S0001242,U000521,2021-01-17,35,4,2,5,1,19.99,19.99
O000077,S0001262,U000530,2020-12-03,28,2,2,2,2,8.49,16.98
O000077,S0001262,U000530,2020-12-03,15,2,2,2,1,21.24,21.24
O000078,S0001278,U000536,2020-12-12,5,4,2,2,1,49.49,49.49
O000078,S0001278,U000536,2020-12-12,21,4,2,2,1,19.79,19.79
O000078,S0001278,U000536,2020-12-12,4,4,2,2,1,23.39,23.39
O000079,S0001318,U000556,2020-12-04,20,2,2,1,1,12.99,12.99
O000080,S0001340,U000566,2020-11-28,19,6,1,10,1,23.99,23.99
O000081,S0001342,U000566,2020-12-10,16,1,1,10,1,32.99,32.99
O000082,S0001347,U000568,2020-12-26,26,1,2,4,1,7.99,7.99
O000083,S0001367,U000576,2020-11-30,17,1,1,9,1,15.29,15.29
O000084,S0001375,U000580,2020-11-08,7,3,3,1,2,79.99,159.98
O000084,S0001375,U000580,2020-11-08,1,3,3,1,2,24.99,49.98
O000084,S0001375,U000580,2020-11-08,12,3,3,1,1,59.99,59.99
O000085,S0001381,U000583,2020-11-26,42,1,2,1,1,11.69,11.69
O000085,S0001381,U000583,2020-11-26,20,1,2,1,1,10.39,10.39
O000086,S0001406,U000592,2020-12-30,5,3,3,5,1,54.99,54.99
O000086,S0001406,U000592,2020-12-30,42,3,3,5,1,12.99,12.99
O000087,S0001415,U000596,2020-11-19,12,4,3,1,2,59.99,119.98
O000087,S0001415,U000596,2020-11-19,2,4,3,1,1,27.99,27.99
O000088,S0001428,U000603,2020-11-02,28,2,1,1,1,9.99,9.99
O000089,S0001431,U000604,2020-12-21,39,3,2,3,1,11.99,11.99
O000090,S0001452,U000614,2020-11-21,20,6,2,5,1,12.99,12.99
O000091,S0001457,U000617,2020-12-21,28,4,1,1,1,9.99,9.99
O000092,S0001478,U000626,2020-11-13,15,6,1,1,1,24.99,24.99
O000092,S0001478,U000626,2020-11-13,14,6,1,1,1,16.99,16.99
O000093,S0001491,U000633,2021-01-25,15,2,1,1,1,24.99,24.99
O000093,S0001491,U000633,2021-01-25,30,2,1,1,1,24.99,24.99
O000094,S0001504,U000642,2020-12-01,6,1,2,1,1,44.99,44.99
O000095,S0001513,U000649,2020-12-29,10,6,2,1,1,14.99,14.99
O000095,S0001513,U000649,2020-12-29,20,6,2,1,1,12.99,12.99
O000095,S0001513,U000649,2020-12-29,14,6,2,1,1,16.99,16.99
O000095,S0001513,U000649,2020-12-29,27,6,2,1,1,8.99,8.99
O000096,S0001524,U000655,2020-12-10,14,1,2,2,1,16.99,16.99
O000096,S0001524,U000655,2020-12-10,16,1,2,2,1,32.99,32.99
O000096,S0001524,U000655,2020-12-10,27,1,2,2,1,8.99,8.99
O000097,S0001545,U000665,2020-12-04,14,2,2,1,1,16.99,16.99
O000098,S0001555,U000669,2021-01-01,39,2,1,2,1,11.99,11.99
O000098,S0001555,U000669,2021-01-01,16,2,1,2,1,32.99,32.99
O000098,S0001555,U000669,2021-01-01,6,2,1,2,1,49.99,49.99
O000099,S0001567,U000675,2020-11-21,11,2,2,1,1,18.99,18.99
O000100,S0001585,U000685,2020-12-28,26,1,2,1,1,7.99,7.99
O000100,S0001585,U000685,2020-12-28,17,1,2,1,1,17.99,17.99
O000101,S0001607,U000695,2021-01-24,9,2,1,1,1,23.99,23.99
O000101,S0001607,U000695,2021-01-24,29,2,1,1,1,10.99,10.99
O000102,S0001635,U000710,2020-11-27,22,2,1,1,1,7.99,7.99
O000103,S0001651,U000716,2020-11-06,13,1,2,7,1,74.99,74.99
O000104,S0001688,U000730,2020-12-28,1,1,2,1,1,24.99,24.99
O000104,S0001688,U000730,2020-12-28,6,1,2,1,1,49.99,49.99
O000104,S0001688,U000730,2020-12-28,15,1,2,1,1,24.99,24.99
O000105,S0001729,U000747,2020-12-21,35,2,2,3,1,19.99,19.99
O000105,S0001729,U000747,2020-12-21,5,2,2,3,1,49.49,49.49
O000106,S0001752,U000755,2020-11-27,17,1,1,1,1,16.19,16.19
O000106,S0001752,U000755,2020-11-27,25,1,1,1,1,6.29,6.29
O000107,S0001790,U000770,2020-11-23,19,3,2,10,1,29.99,29.99
O000108,S0001796,U000772,2021-01-26,39,5,1,3,1,11.99,11.99
O000109,S0001810,U000778,2020-11-30,2,1,2,6,1,25.19,25.19
O000110,S0001820,U000784,2020-11-30,25,2,2,3,1,5.59,5.59
O000110,S0001820,U000784,2020-11-30,6,2,2,3,1,42.49,42.49
O000110,S0001820,U000784,2020-11-30,14,2,2,3,1,14.44,14.44
O000111,S0001823,U000785,2020-12-21,12,4,1,8,2,59.99,119.98
O000111,S0001823,U000785,2020-12-21,14,4,1,8,1,16.99,16.99
O000112,S0001855,U000800,2020-11-23,14,2,2,1,1,16.99,16.99
O000112,S0001855,U000800,2020-11-23,19,2,2,1,1,29.99,29.99
O000113,S0001867,U000805,2021-01-07,14,3,2,5,1,16.99,16.99
O000114,S0001868,U000805,2021-01-08,41,3,2,5,1,15.99,15.99
O000115,S0001896,U000819,2020-12-08,19,1,1,1,1,26.99,26.99
O000116,S0001925,U000833,2020-12-07,12,1,1,5,1,59.99,59.99
O000116,S0001925,U000833,2020-12-07,40,1,1,5,1,28.99,28.99
O000116,S0001925,U000833,2020-12-07,29,1,1,5,1,10.99,10.99
O000116,S0001925,U000833,2020-12-07,35,1,1,5,1,19.99,19.99
O000117,S0001949,U000842,2021-01-23,20,1,2,1,1,12.99,12.99
O000118,S0001957,U000845,2020-11-29,28,3,1,1,1,8.49,8.49
O000119,S0001974,U000853,2021-01-28,36,7,1,1,1,20.99,20.99
O000119,S0001974,U000853,2021-01-28,9,7,1,1,1,23.99,23.99
O000120,S0001990,U000860,2021-01-18,8,4,2,1,1,22.99,22.99
O000121,S0002006,U000865,2020-12-24,14,2,1,1,2,15.29,30.58
O000121,S0002006,U000865,2020-12-24,20,2,1,1,1,12.99,12.99
O000122,S0002019,U000871,2020-12-20,41,1,2,1,1,15.99,15.99
O000122,S0002019,U000871,2020-12-20,42,1,2,1,1,12.99,12.99
O000122,S0002019,U000871,2020-12-20,23,1,2,1,1,19.99,19.99
O000123,S0002022,U000872,2020-12-04,23,2,2,1,1,19.99,19.99
O000123,S0002022,U000872,2020-12-04,42,2,2,1,2,12.99,25.98
O000124,S0002051,U000885,2020-11-28,28,3,2,1,1,8.99,8.99
O000125,S0002081,U000899,2020-11-25,31,2,2,1,1,26.99,26.99
O000126,S0002093,U000903,2020-12-28,30,3,1,1,1,24.99,24.99
O000127,S0002101,U000907,2020-12-20,20,2,2,8,1,12.99,12.99
O000128,S0002110,U000912,2021-01-05,25,2,1,1,1,6.99,6.99
O000129,S0002112,U000913,2020-12-12,16,6,1,1,1,29.69,29.69
O000130,S0002125,U000918,2020-12-08,1,4,1,8,1,24.99,24.99
O000130,S0002125,U000918,2020-12-08,37,4,1,8,1,24.99,24.99
O000131,S0002131,U000921,2020-12-10,24,1,2,1,1,13.49,13.49
O000131,S0002131,U000921,2020-12-10,16,1,2,1,1,29.69,29.69
O000132,S0002143,U000926,2020-11-18,15,5,2,1,1,24.99,24.99
O000133,S0002160,U000936,2020-12-23,8,1,3,1,1,22.99,22.99
O000133,S0002160,U000936,2020-12-23,29,1,3,1,1,10.99,10.99
O000134,S0002163,U000937,2020-12-25,16,1,2,1,1,29.69,29.69
O000135,S0002171,U000940,2020-12-26,39,1,3,5,1,11.99,11.99
O000136,S0002207,U000957,2020-11-25,15,1,1,1,1,22.49,22.49
O000136,S0002207,U000957,2020-11-25,35,1,1,1,1,17.99,17.99
O000137,S0002219,U000962,2020-12-27,19,3,3,1,2,29.99,59.98
O000138,S0002233,U000968,2021-01-04,41,2,3,1,1,15.99,15.99
O000139,S0002239,U000971,2020-12-18,6,4,2,1,1,44.99,44.99
O000139,S0002239,U000971,2020-12-18,7,4,2,1,2,79.99,159.98
O000139,S0002239,U000971,2020-12-18,40,4,2,1,1,28.99,28.99
O000140,S0002243,U000971,2020-12-29,21,7,2,1,2,21.99,43.98
O000141,S0002254,U000975,2020-12-16,7,1,1,1,1,79.99,79.99
O000141,S0002254,U000975,2020-12-16,5,1,1,1,1,54.99,54.99
O000142,S0002302,U000995,2020-12-08,30,6,1,3,1,22.49,22.49
O000142,S0002302,U000995,2020-12-08,37,6,1,3,1,24.99,24.99
O000142,S0002302,U000995,2020-12-08,41,6,1,3,1,15.99,15.99
O000143,S0002340,U001014,2020-11-13,5,3,1,10,1,54.99,54.99
O000144,S0002385,U001035,2020-11-13,5,2,2,1,1,54.99,54.99
O000145,S0002402,U001043,2020-11-27,31,2,1,1,1,23.99,23.99
O000145,S0002402,U001043,2020-11-27,18,2,1,1,1,16.14,16.14
O000146,S0002420,U001050,2020-12-13,42,2,2,3,1,12.99,12.99
O000146,S0002420,U001050,2020-12-13,11,2,2,3,1,17.09,17.09
O000147,S0002487,U001078,2020-11-10,13,2,2,1,1,74.99,74.99
O000148,S0002519,U001092,2021-01-06,40,1,2,1,1,28.99,28.99
O000148,S0002519,U001092,2021-01-06,3,1,2,1,1,26.99,26.99
O000149,S0002550,U001109,2020-11-29,37,2,2,2,1,19.99,19.99
O000150,S0002551,U001110,2020-12-01,31,4,2,10,1,23.99,23.99
O000151,S0002571,U001119,2020-11-19,32,4,2,1,1,19.99,19.99
O000151,S0002571,U001119,2020-11-19,17,4,2,1,1,17.99,17.99
O000152,S0002579,U001122,2021-01-06,5,1,1,1,1,54.99,54.99
O000153,S0002596,U001130,2020-12-11,36,3,2,1,1,18.89,18.89
O000154,S0002606,U001135,2020-12-21,19,1,2,5,1,29.99,29.99
O000154,S0002606,U001135,2020-12-21,6,1,2,5,1,49.99,49.99
O000155,S0002648,U001151,2020-11-28,39,5,1,1,1,9.59,9.59
O000155,S0002648,U001151,2020-11-28,32,5,1,1,1,15.99,15.99
O000155,S0002648,U001151,2020-11-28,15,5,1,1,1,19.99,19.99
O000155,S0002648,U001151,2020-11-28,37,5,1,1,1,22.49,22.49
O000156,S0002686,U001166,2020-12-10,3,3,1,1,1,26.99,26.99
O000157,S0002688,U001168,2020-12-11,21,2,1,1,1,21.99,21.99
O000158,S0002690,U001169,2020-12-25,37,3,2,4,1,24.99,24.99
O000159,S0002711,U001177,2020-12-15,28,5,2,2,1,9.99,9.99
O000160,S0002714,U001178,2020-12-19,3,3,1,10,1,26.99,26.99
O000160,S0002714,U001178,2020-12-19,28,3,1,10,1,9.99,9.99
O000161,S0002720,U001179,2020-12-14,37,2,2,4,1,24.99,24.99
O000161,S0002720,U001179,2020-12-14,18,2,2,4,2,17.09,34.18
O000162,S0002723,U001180,2020-12-05,42,5,1,1,1,12.99,12.99
O000162,S0002723,U001180,2020-12-05,5,5,1,1,1,54.99,54.99
O000163,S0002775,U001202,2020-11-11,21,2,2,5,2,21.99,43.98
O000163,S0002775,U001202,2020-11-11,15,2,2,5,1,24.99,24.99
O000163,S0002775,U001202,2020-11-11,37,2,2,5,1,24.99,24.99
O000164,S0002779,U001204,2020-11-28,34,2,2,10,2,19.79,39.58
O000164,S0002779,U001204,2020-11-28,42,2,2,10,2,11.69,23.38
O000165,S0002797,U001212,2020-11-24,36,3,1,1,1,17.84,17.84
O000165,S0002797,U001212,2020-11-24,32,3,1,1,1,16.99,16.99
O000165,S0002797,U001212,2020-11-24,35,3,1,1,1,16.99,16.99
O000166,S0002817,U001220,2021-01-14,37,7,1,1,1,24.99,24.99
O000167,S0002847,U001231,2021-01-07,1,1,2,1,2,24.99,49.98
O000168,S0002848,U001231,2021-01-08,12,2,3,1,1,59.99,59.99
O000168,S0002848,U001231,2021-01-08,36,2,3,1,1,20.99,20.99
O000169,S0002873,U001241,2021-01-15,3,2,2,1,1,26.99,26.99
O000170,S0002888,U001252,2020-11-30,1,1,2,1,2,21.24,42.48
O000170,S0002888,U001252,2020-11-30,7,1,2,1,1,67.99,67.99
O000171,S0002900,U001256,2020-11-11,4,1,1,4,1,25.99,25.99
O000171,S0002900,U001256,2020-11-11,16,1,1,4,1,32.99,32.99
O000172,S0002916,U001262,2020-11-23,28,3,1,10,1,9.99,9.99
O000173,S0002926,U001268,2020-12-08,30,1,1,8,1,22.49,22.49
O000174,S0002934,U001270,2020-12-03,2,2,1,1,2,25.19,50.38
O000175,S0002940,U001273,2021-01-19,1,4,2,1,1,24.99,24.99
O000176,S0002950,U001276,2020-12-02,23,1,2,6,1,16.99,16.99
O000176,S0002950,U001276,2020-12-02,10,1,2,6,2,11.99,23.98
O000177,S0002959,U001281,2020-12-04,23,2,1,3,2,19.99,39.98
O000177,S0002959,U001281,2020-12-04,16,2,1,3,1,32.99,32.99
O000178,S0003007,U001300,2020-11-29,4,1,2,10,1,22.09,22.09
O000178,S0003007,U001300,2020-11-29,30,1,2,10,1,19.99,19.99
O000178,S0003007,U001300,2020-11-29,42,1,2,10,1,11.04,11.04
O000179,S0003008,U001300,2020-12-01,4,6,2,10,1,23.39,23.39
O000180,S0003039,U001312,2020-12-22,6,5,2,1,1,44.99,44.99
O000180,S0003039,U001312,2020-12-22,1,5,2,1,2,24.99,49.98
O000180,S0003039,U001312,2020-12-22,14,5,2,1,1,16.99,16.99
O000181,S0003061,U001321,2020-12-03,14,7,2,1,1,15.29,15.29
O000182,S0003078,U001329,2021-01-25,1,1,2,1,1,24.99,24.99
O000183,S0003083,U001330,2020-12-29,29,3,2,5,1,10.99,10.99
O000183,S0003083,U001330,2020-12-29,5,3,2,5,1,54.99,54.99
O000184,S0003086,U001332,2021-01-13,10,3,2,1,1,14.99,14.99
O000185,S0003088,U001332,2021-01-16,17,3,2,1,1,17.99,17.99
O000185,S0003088,U001332,2021-01-16,20,3,2,1,1,12.99,12.99
O000186,S0003092,U001334,2020-11-28,26,3,1,1,1,6.39,6.39
O000186,S0003092,U001334,2020-11-28,17,3,1,1,1,14.39,14.39
O000186,S0003092,U001334,2020-11-28,15,3,1,1,1,21.24,21.24
O000186,S0003092,U001334,2020-11-28,24,3,1,1,2,12.74,25.48
O000187,S0003108,U001342,2020-11-21,25,2,2,1,1,6.99,6.99
O000188,S0003116,U001345,2020-12-24,34,1,2,1,1,19.79,19.79
O000188,S0003116,U001345,2020-12-24,12,1,2,1,1,59.99,59.99
O000189,S0003167,U001366,2020-12-20,24,2,2,1,1,14.99,14.99
O000190,S0003176,U001369,2020-11-20,19,2,1,4,1,29.99,29.99
O000191,S0003195,U001377,2020-12-11,15,2,1,4,1,22.49,22.49
O000191,S0003195,U001377,2020-12-11,2,2,1,4,2,27.99,55.98
O000192,S0003199,U001379,2020-11-29,17,3,1,1,1,15.29,15.29
O000193,S0003213,U001387,2020-12-19,14,1,1,1,1,15.29,15.29
O000193,S0003213,U001387,2020-12-19,32,1,1,1,1,19.99,19.99
O000194,S0003217,U001388,2020-11-24,1,3,1,1,1,21.24,21.24
O000194,S0003217,U001388,2020-11-24,7,3,1,1,1,63.99,63.99
O000195,S0003263,U001408,2021-01-02,4,4,2,1,1,25.99,25.99
O000195,S0003263,U001408,2021-01-02,19,4,2,1,1,29.99,29.99
O000195,S0003263,U001408,2021-01-02,41,4,2,1,1,15.99,15.99
O000195,S0003263,U001408,2021-01-02,25,4,2,1,1,6.99,6.99
O000196,S0003267,U001409,2020-12-26,31,7,1,1,1,29.99,29.99
O000197,S0003300,U001427,2020-12-18,39,3,1,1,1,11.99,11.99
O000198,S0003304,U001428,2020-11-25,15,4,1,1,1,22.49,22.49
O000198,S0003304,U001428,2020-11-25,28,4,1,1,1,8.49,8.49
O000199,S0003320,U001437,2021-01-10,13,3,1,1,1,74.99,74.99
O000200,S0003330,U001441,2020-11-11,32,2,2,2,1,19.99,19.99
O000200,S0003330,U001441,2020-11-11,6,2,2,2,1,49.99,49.99
O000201,S0003352,U001450,2020-12-28,6,1,1,10,1,49.99,49.99
O000201,S0003352,U001450,2020-12-28,25,1,1,10,1,6.99,6.99
O000202,S0003369,U001457,2020-12-30,13,6,2,1,1,74.99,74.99
O000203,S0003386,U001464,2020-12-25,29,3,2,1,1,9.89,9.89
O000204,S0003396,U001468,2020-12-20,11,3,2,1,2,18.99,37.98
O000205,S0003457,U001496,2020-12-22,6,1,1,4,1,44.99,44.99
O000206,S0003474,U001502,2020-12-19,9,1,1,1,1,23.99,23.99
O000207,S0003506,U001515,2021-01-16,36,2,2,8,1,20.99,20.99
O000208,S0003528,U001524,2021-01-02,9,7,3,2,1,23.99,23.99
O000208,S0003528,U001524,2021-01-02,26,7,3,2,2,7.99,15.98
O000209,S0003533,U001526,2020-11-28,36,1,2,1,1,17.84,17.84
O000210,S0003550,U001532,2021-01-30,33,2,1,1,1,44.99,44.99
O000210,S0003550,U001532,2021-01-30,3,2,1,1,2,26.99,53.98
O000211,S0003561,U001535,2020-12-30,5,4,1,1,1,54.99,54.99
O000212,S0003576,U001542,2020-11-20,30,4,1,1,1,24.99,24.99
O000213,S0003606,U001555,2021-01-29,13,4,2,7,1,74.99,74.99
O000214,S0003612,U001557,2020-12-07,19,2,2,1,1,29.99,29.99
O000215,S0003615,U001558,2021-01-18,24,3,1,5,1,14.99,14.99
O000215,S0003615,U001558,2021-01-18,37,3,1,5,1,24.99,24.99
O000215,S0003615,U001558,2021-01-18,19,3,1,5,1,29.99,29.99
O000215,S0003615,U001558,2021-01-18,26,3,1,5,2,7.99,15.98
O000216,S0003622,U001561,2020-12-29,29,1,2,1,2,10.99,21.98
O000217,S0003648,U001572,2020-11-14,7,1,2,1,1,79.99,79.99
O000217,S0003648,U001572,2020-11-14,9,1,2,1,1,23.99,23.99
O000217,S0003648,U001572,2020-11-14,18,1,2,1,2,18.99,37.98
O000218,S0003688,U001590,2020-11-29,34,2,1,10,1,18.69,18.69
O000219,S0003690,U001591,2020-11-01,16,2,1,1,1,32.99,32.99
O000219,S0003690,U001591,2020-11-01,20,2,1,1,2,12.99,25.98
O000220,S0003705,U001598,2020-12-16,29,1,2,8,1,9.89,9.89
O000221,S0003721,U001605,2020-12-14,37,3,2,1,1,24.99,24.99
O000222,S0003736,U001613,2021-01-01,25,4,1,10,1,6.99,6.99
O000223,S0003748,U001617,2020-12-15,17,2,2,4,1,17.99,17.99
O000223,S0003748,U001617,2020-12-15,28,2,2,4,1,9.99,9.99
O000223,S0003748,U001617,2020-12-15,9,2,2,4,1,23.99,23.99
O000224,S0003749,U001617,2020-12-16,15,3,2,4,1,24.99,24.99
O000225,S0003786,U001633,2020-12-22,40,5,1,10,1,28.99,28.99
